,id,source_code,source_description,mapPriority,term,target_code,active,conceptActive,target_description,module,definitionStatus,concept
420,,,,,Anal fistula operation (procedure),275018007,True,True,Anal fistula operation (procedure),900000000000207008,Fully defined,Anal fistula
421,,,,,Closure of anal fistula using plug,442289003,True,True,Closure of anal fistula using plug (procedure),900000000000207008,Fully defined,Anal fistula
422,,,,,Repair of anal fistula using plug,442289003,True,True,Closure of anal fistula using plug (procedure),999000041000000102,Fully defined,Anal fistula
423,,,,,Laying open of high anal fistula,174374001,True,True,Laying open of high anal fistula (procedure),900000000000207008,Primitive,Anal fistula
424,,,,,Laying open of low anal fistula,174373007,True,True,Laying open of low anal fistula (procedure),900000000000207008,Primitive,Anal fistula
425,151039,Q43.6,Congenital fistula of rectum and anus,1,Direct anal fistula (disorder),261409005,True,True,Direct anal fistula (disorder),900000000000207008,Primitive,Anal fistula
426,151040,Q42.2,"Congenital absence, atresia and stenosis of anus with fistula",2,Direct anal fistula (disorder),261409005,True,True,Direct anal fistula (disorder),900000000000207008,Primitive,Anal fistula
427,151041,K60.3,Anal fistula,3,Direct anal fistula (disorder),261409005,True,True,Direct anal fistula (disorder),900000000000207008,Primitive,Anal fistula
428,151042,A18.3,"Tuberculosis of intestines, peritoneum and mesenteric glands",1,Direct anal fistula (disorder),261409005,True,True,Direct anal fistula (disorder),900000000000207008,Primitive,Anal fistula
429,151043,K93.0,"Tuberculous disorders of intestines, peritoneum and mesenteric glands",1,Direct anal fistula (disorder),261409005,True,True,Direct anal fistula (disorder),900000000000207008,Primitive,Anal fistula
430,151044,K93.0,"Tuberculous disorders of intestines, peritoneum and mesenteric glands",1,Direct anal fistula (disorder),261409005,True,True,Direct anal fistula (disorder),900000000000207008,Primitive,Anal fistula
431,151045,A18.3,"Tuberculosis of intestines, peritoneum and mesenteric glands",1,Direct anal fistula (disorder),261409005,True,True,Direct anal fistula (disorder),900000000000207008,Primitive,Anal fistula
432,,,,,Fistulography of anal fistula,174377008,True,True,Fistulography of anal fistula (procedure),900000000000207008,Fully defined,Anal fistula
433,117851,K60.3,Anal fistula,1,Suprasphincteric anal fistula,235793000,True,True,Suprasphincteric anal fistula (disorder),900000000000207008,Primitive,Anal fistula
434,265998,K60.3,Anal fistula,1,Transsphincteric anal fistula,360428006,True,True,Transsphincteric anal fistula (disorder),900000000000207008,Primitive,Anal fistula
435,151106,Q42.2,"Congenital absence, atresia and stenosis of anus with fistula",1,High anal fistula (disorder),261827001,True,True,High anal fistula (disorder),900000000000207008,Primitive,Anal fistula
436,151107,Q43.6,Congenital fistula of rectum and anus,2,High anal fistula (disorder),261827001,True,True,High anal fistula (disorder),900000000000207008,Primitive,Anal fistula
437,151108,K60.3,Anal fistula,3,High anal fistula (disorder),261827001,True,True,High anal fistula (disorder),900000000000207008,Primitive,Anal fistula
438,151109,A18.3,"Tuberculosis of intestines, peritoneum and mesenteric glands",1,High anal fistula (disorder),261827001,True,True,High anal fistula (disorder),900000000000207008,Primitive,Anal fistula
439,151110,K93.0,"Tuberculous disorders of intestines, peritoneum and mesenteric glands",1,High anal fistula (disorder),261827001,True,True,High anal fistula (disorder),900000000000207008,Primitive,Anal fistula
440,151111,K93.0,"Tuberculous disorders of intestines, peritoneum and mesenteric glands",1,High anal fistula (disorder),261827001,True,True,High anal fistula (disorder),900000000000207008,Primitive,Anal fistula
441,151112,A18.3,"Tuberculosis of intestines, peritoneum and mesenteric glands",1,High anal fistula (disorder),261827001,True,True,High anal fistula (disorder),900000000000207008,Primitive,Anal fistula
442,,,,,Anal fistula circular cutter,764182002,True,True,Anal fistula circular cutter (physical object),900000000000207008,Primitive,Anal fistula
443,,,,,Laying open of anal fistula,235392008,True,True,Laying open of anal fistula (procedure),900000000000207008,Primitive,Anal fistula
444,51532,Q42.2,"Congenital absence, atresia and stenosis of anus with fistula",1,Anal fissure and fistula,197150008,True,True,Anal fissure and fistula (disorder),900000000000207008,Fully defined,Anal fistula
445,51533,Q43.6,Congenital fistula of rectum and anus,2,Anal fissure and fistula,197150008,True,True,Anal fissure and fistula (disorder),900000000000207008,Fully defined,Anal fistula
446,51534,K60.5,Anorectal fistula,3,Anal fissure and fistula,197150008,True,True,Anal fissure and fistula (disorder),900000000000207008,Fully defined,Anal fistula
447,51535,K60.3,Anal fistula,4,Anal fissure and fistula,197150008,True,True,Anal fissure and fistula (disorder),900000000000207008,Fully defined,Anal fistula
448,51536,Q43.8,Other specified congenital malformations of intestine,1,Anal fissure and fistula,197150008,True,True,Anal fissure and fistula (disorder),900000000000207008,Fully defined,Anal fistula
449,51537,K60.0,Acute anal fissure,2,Anal fissure and fistula,197150008,True,True,Anal fissure and fistula (disorder),900000000000207008,Fully defined,Anal fistula
450,51538,K60.1,Chronic anal fissure,3,Anal fissure and fistula,197150008,True,True,Anal fissure and fistula (disorder),900000000000207008,Fully defined,Anal fistula
451,51539,K60.2,"Anal fissure, unspecified",4,Anal fissure and fistula,197150008,True,True,Anal fissure and fistula (disorder),900000000000207008,Fully defined,Anal fistula
452,,,,,Incision of anal fistula,79567008,True,True,Incision of anal fistula (procedure),900000000000207008,Fully defined,Anal fistula
453,51547,K60.3,Anal fistula,1,Superficial anal fistula,197155003,True,True,Intersphincteric fistula (disorder),900000000000207008,Primitive,Anal fistula
454,,,,,Excision of anal fistula,86888002,True,True,Anal fistulectomy (procedure),900000000000207008,Fully defined,Anal fistula
455,51547,K60.3,Anal fistula,1,Submucosal anal fistula,197155003,True,True,Intersphincteric fistula (disorder),900000000000207008,Primitive,Anal fistula
456,,,,,Closure of anal fistula,76634004,True,True,Closure of anal fistula (procedure),900000000000207008,Fully defined,Anal fistula
457,,,,,Anal fistula operation,275018007,True,True,Anal fistula operation (procedure),900000000000207008,Fully defined,Anal fistula
458,,,,,Repair of anal fistula,76634004,True,True,Closure of anal fistula (procedure),900000000000207008,Fully defined,Anal fistula
459,151039,Q43.6,Congenital fistula of rectum and anus,1,Direct anal fistula,261409005,True,True,Direct anal fistula (disorder),900000000000207008,Primitive,Anal fistula
460,151040,Q42.2,"Congenital absence, atresia and stenosis of anus with fistula",2,Direct anal fistula,261409005,True,True,Direct anal fistula (disorder),900000000000207008,Primitive,Anal fistula
461,151041,K60.3,Anal fistula,3,Direct anal fistula,261409005,True,True,Direct anal fistula (disorder),900000000000207008,Primitive,Anal fistula
462,151042,A18.3,"Tuberculosis of intestines, peritoneum and mesenteric glands",1,Direct anal fistula,261409005,True,True,Direct anal fistula (disorder),900000000000207008,Primitive,Anal fistula
463,151043,K93.0,"Tuberculous disorders of intestines, peritoneum and mesenteric glands",1,Direct anal fistula,261409005,True,True,Direct anal fistula (disorder),900000000000207008,Primitive,Anal fistula
464,151044,K93.0,"Tuberculous disorders of intestines, peritoneum and mesenteric glands",1,Direct anal fistula,261409005,True,True,Direct anal fistula (disorder),900000000000207008,Primitive,Anal fistula
465,151045,A18.3,"Tuberculosis of intestines, peritoneum and mesenteric glands",1,Direct anal fistula,261409005,True,True,Direct anal fistula (disorder),900000000000207008,Primitive,Anal fistula
466,,,,,Anal fistula seton,767710003,True,True,Anal fistula seton (physical object),900000000000207008,Primitive,Anal fistula
467,151106,Q42.2,"Congenital absence, atresia and stenosis of anus with fistula",1,High anal fistula,261827001,True,True,High anal fistula (disorder),900000000000207008,Primitive,Anal fistula
468,151107,Q43.6,Congenital fistula of rectum and anus,2,High anal fistula,261827001,True,True,High anal fistula (disorder),900000000000207008,Primitive,Anal fistula
469,151108,K60.3,Anal fistula,3,High anal fistula,261827001,True,True,High anal fistula (disorder),900000000000207008,Primitive,Anal fistula
470,151109,A18.3,"Tuberculosis of intestines, peritoneum and mesenteric glands",1,High anal fistula,261827001,True,True,High anal fistula (disorder),900000000000207008,Primitive,Anal fistula
471,151110,K93.0,"Tuberculous disorders of intestines, peritoneum and mesenteric glands",1,High anal fistula,261827001,True,True,High anal fistula (disorder),900000000000207008,Primitive,Anal fistula
472,151111,K93.0,"Tuberculous disorders of intestines, peritoneum and mesenteric glands",1,High anal fistula,261827001,True,True,High anal fistula (disorder),900000000000207008,Primitive,Anal fistula
473,151112,A18.3,"Tuberculosis of intestines, peritoneum and mesenteric glands",1,High anal fistula,261827001,True,True,High anal fistula (disorder),900000000000207008,Primitive,Anal fistula
474,1840265,K60.3,Anal fistula,1,Anal fistula,786878009,True,True,Fistula of anus (disorder),900000000000207008,Fully defined,Anal fistula
475,51541,K60.1,Chronic anal fissure,1,Chronic anal fissure (disorder),197152000,True,True,Chronic anal fissure (disorder),900000000000207008,Primitive,Chronic anal fissure
476,51541,K60.1,Chronic anal fissure,1,Chronic anal fissure,197152000,True,True,Chronic anal fissure (disorder),900000000000207008,Primitive,Chronic anal fissure
477,51540,K60.0,Acute anal fissure,1,Acute anal fissure (disorder),197151007,True,True,Acute anal fissure (disorder),900000000000207008,Primitive,Acute anal fissure
478,51540,K60.0,Acute anal fissure,1,Acute anal fissure,197151007,True,True,Acute anal fissure (disorder),900000000000207008,Primitive,Acute anal fissure
479,143911,F45.3,Somatoform autonomic dysfunction,1,Anal sphincter spasm (finding),249648007,True,True,Anal sphincter spasm (finding),900000000000207008,Fully defined,Anal spasm
480,143912,K59.4,Anal spasm,2,Anal sphincter spasm (finding),249648007,True,True,Anal sphincter spasm (finding),900000000000207008,Fully defined,Anal spasm
481,377825,K59.4,Anal spasm,1,Psychogenic anal spasm,62647006,True,True,Painful spasm of anus (disorder),900000000000207008,Primitive,Anal spasm
482,35569,K59.4,Anal spasm,1,Anal spasm (disorder),17440005,True,True,Anal spasm (disorder),900000000000207008,Primitive,Anal spasm
483,143911,F45.3,Somatoform autonomic dysfunction,1,Anal sphincter spasm,249648007,True,True,Anal sphincter spasm (finding),900000000000207008,Fully defined,Anal spasm
484,143912,K59.4,Anal spasm,2,Anal sphincter spasm,249648007,True,True,Anal sphincter spasm (finding),900000000000207008,Fully defined,Anal spasm
485,35569,K59.4,Anal spasm,1,Anal spasm,17440005,True,True,Anal spasm (disorder),900000000000207008,Primitive,Anal spasm
486,51465,K57.5,Diverticular disease of both small and large intestine without perforation or abscess,1,Diverticular disease of both small and large intestine without perforation or abscess (disorder),197091007,True,True,Diverticular disease of both small and large intestine without perforation or abscess (disorder),900000000000207008,Primitive,Diverticular disease of both small and large intestine without perforation or abscess
487,51465,K57.5,Diverticular disease of both small and large intestine without perforation or abscess,1,Diverticular disease of both small and large intestine without perforation or abscess,197091007,True,True,Diverticular disease of both small and large intestine without perforation or abscess (disorder),900000000000207008,Primitive,Diverticular disease of both small and large intestine without perforation or abscess
488,51465,K57.5,Diverticular disease of both small and large intestine without perforation or abscess,1,Diverticular disease of both small and large intestine without perforation or abscess (disorder),197091007,True,True,Diverticular disease of both small and large intestine without perforation or abscess (disorder),900000000000207008,Primitive,Diverticular disease of large intestine without perforation or abscess
489,51465,K57.5,Diverticular disease of both small and large intestine without perforation or abscess,1,Diverticular disease of both small and large intestine without perforation or abscess,197091007,True,True,Diverticular disease of both small and large intestine without perforation or abscess (disorder),900000000000207008,Primitive,Diverticular disease of large intestine without perforation or abscess
490,51465,K57.5,Diverticular disease of both small and large intestine without perforation or abscess,1,Diverticular disease of both small and large intestine without perforation or abscess (disorder),197091007,True,True,Diverticular disease of both small and large intestine without perforation or abscess (disorder),900000000000207008,Primitive,Diverticular disease of small intestine without perforation or abscess
491,51465,K57.5,Diverticular disease of both small and large intestine without perforation or abscess,1,Diverticular disease of both small and large intestine without perforation or abscess,197091007,True,True,Diverticular disease of both small and large intestine without perforation or abscess (disorder),900000000000207008,Primitive,Diverticular disease of small intestine without perforation or abscess
492,278720,B73.X,Onchocerciasis ,1,Infection by Onchocerca volvulus,38539003,True,True,Infection caused by Onchocerca volvulus (disorder),900000000000207008,Fully defined,Volvulus
493,425863,K31.8,Other specified diseases of stomach and duodenum,1,Volvulus of duodenum (disorder),79812002,True,True,Volvulus of duodenum (disorder),900000000000207008,Fully defined,Volvulus
494,265528,K31.8,Other specified diseases of stomach and duodenum,1,Mesenteroaxial gastric volvulus,35865007,True,True,Mesenteroaxial gastric volvulus (disorder),900000000000207008,Primitive,Volvulus
495,452586,K31.8,Other specified diseases of stomach and duodenum,1,Intestinal volvulus (disorder),9707006,True,True,Intestinal volvulus (disorder),900000000000207008,Fully defined,Volvulus
496,452587,Q43.8,Other specified congenital malformations of intestine,2,Intestinal volvulus (disorder),9707006,True,True,Intestinal volvulus (disorder),900000000000207008,Fully defined,Volvulus
497,452588,N83.5,"Torsion of ovary, ovarian pedicle and fallopian tube",3,Intestinal volvulus (disorder),9707006,True,True,Intestinal volvulus (disorder),900000000000207008,Fully defined,Volvulus
498,452589,K56.2,Volvulus,4,Intestinal volvulus (disorder),9707006,True,True,Intestinal volvulus (disorder),900000000000207008,Fully defined,Volvulus
499,,,,,Onchocerca volvulus (organism),52397001,True,True,Onchocerca volvulus (organism),900000000000207008,Primitive,Volvulus
500,147605,Q43.8,Other specified congenital malformations of intestine,1,Congenital volvulus (disorder),253786009,True,True,Congenital volvulus (disorder),900000000000207008,Fully defined,Volvulus
501,431837,Q40.3,"Congenital malformation of stomach, unspecified",1,Congenital volvulus of stomach,84974003,True,True,Congenital volvulus of stomach (disorder),900000000000207008,Fully defined,Volvulus
502,2007710,K56.2,Volvulus,1,Volvulus of jejunum (disorder),1148568006,True,True,Volvulus of jejunum (disorder),900000000000207008,Fully defined,Volvulus
503,,,,,Correction of midgut volvulus,352481009,True,True,Correction of midgut volvulus (procedure),900000000000207008,Primitive,Volvulus
504,13614,K31.8,Other specified diseases of stomach and duodenum,1,Organoaxial gastric volvulus,11672007,True,True,Organoaxial gastric volvulus (disorder),900000000000207008,Primitive,Volvulus
505,,,,,Manual reduction of volvulus,235399004,True,True,Manual reduction of bowel volvulus (procedure),900000000000207008,Fully defined,Volvulus
506,381213,Q43.8,Other specified congenital malformations of intestine,1,Volvulus of colon (disorder),6441003,True,True,Volvulus of colon (disorder),900000000000207008,Fully defined,Volvulus
507,381214,K56.2,Volvulus,2,Volvulus of colon (disorder),6441003,True,True,Volvulus of colon (disorder),900000000000207008,Fully defined,Volvulus
508,,,,,Site of volvulus (attribute),263603008,True,True,Site of volvulus (attribute),900000000000012004,Primitive,Volvulus
509,51406,K56.2,Volvulus,1,Sigmoid volvulus (disorder),197060001,True,True,Sigmoid volvulus (disorder),900000000000207008,Fully defined,Volvulus
510,414858,K56.2,Volvulus,1,Volvulus of large intestine,722540008,True,True,Volvulus of large intestine (disorder),900000000000207008,Fully defined,Volvulus
511,51404,K56.2,Volvulus,1,Volvulus of small intestine,197058003,True,True,Volvulus of small intestine (disorder),900000000000207008,Fully defined,Volvulus
512,411626,K31.8,Other specified diseases of stomach and duodenum,1,Gastric volvulus (disorder),71851009,True,True,Gastric volvulus (disorder),900000000000207008,Fully defined,Volvulus
513,51405,K56.2,Volvulus,1,Volvulus of the ileocaecum,197059006,True,True,Volvulus of the ileocecum (disorder),900000000000207008,Fully defined,Volvulus
514,,,,,Gastric volvulus reduction,36767002,True,True,Reduction of volvulus of stomach (procedure),900000000000207008,Fully defined,Volvulus
515,,,,,Bowel imaging for volvulus,40228004,True,True,Bowel imaging for volvulus (procedure),900000000000207008,Fully defined,Volvulus
516,51406,K56.2,Volvulus,1,Volvulus of sigmoid colon,197060001,True,True,Sigmoid volvulus (disorder),900000000000207008,Fully defined,Volvulus
517,117905,K56.2,Volvulus,1,Cecal volvulus (disorder),235811005,True,True,Cecal volvulus (disorder),900000000000207008,Fully defined,Volvulus
518,51405,K56.2,Volvulus,1,Volvulus of the ileocecum,197059006,True,True,Volvulus of the ileocecum (disorder),900000000000207008,Fully defined,Volvulus
519,113426,K31.8,Other specified diseases of stomach and duodenum,1,Chronic gastric volvulus,23080009,True,True,Chronic gastric volvulus (disorder),900000000000207008,Fully defined,Volvulus
520,365041,K31.8,Other specified diseases of stomach and duodenum,1,Mixed gastric volvulus,56704004,True,True,Mixed gastric volvulus (disorder),900000000000207008,Primitive,Volvulus
521,423033,K31.8,Other specified diseases of stomach and duodenum,1,Acute gastric volvulus,76940009,True,True,Acute gastric volvulus (disorder),900000000000207008,Fully defined,Volvulus
522,,,,,Reduction of volvulus,340712005,True,True,Reduction of volvulus (procedure),900000000000207008,Fully defined,Volvulus
523,,,,,Detorsion of volvulus,340712005,True,True,Reduction of volvulus (procedure),900000000000207008,Fully defined,Volvulus
524,51404,K56.2,Volvulus,1,Small bowel volvulus,197058003,True,True,Volvulus of small intestine (disorder),900000000000207008,Fully defined,Volvulus
525,425863,K31.8,Other specified diseases of stomach and duodenum,1,Volvulus of duodenum,79812002,True,True,Volvulus of duodenum (disorder),900000000000207008,Fully defined,Volvulus
526,,,,,Onchocerca volvulus,52397001,True,True,Onchocerca volvulus (organism),900000000000207008,Primitive,Volvulus
527,348168,Q43.3,Congenital malformations of intestinal fixation,1,Volvulus neonatorum,458422009,True,True,Malrotation of intestine with midgut volvulus (disorder),900000000000207008,Primitive,Volvulus
528,2007710,K56.2,Volvulus,1,Volvulus of jejunum,1148568006,True,True,Volvulus of jejunum (disorder),900000000000207008,Fully defined,Volvulus
529,452586,K31.8,Other specified diseases of stomach and duodenum,1,Intestinal volvulus,9707006,True,True,Intestinal volvulus (disorder),900000000000207008,Fully defined,Volvulus
530,452587,Q43.8,Other specified congenital malformations of intestine,2,Intestinal volvulus,9707006,True,True,Intestinal volvulus (disorder),900000000000207008,Fully defined,Volvulus
531,452588,N83.5,"Torsion of ovary, ovarian pedicle and fallopian tube",3,Intestinal volvulus,9707006,True,True,Intestinal volvulus (disorder),900000000000207008,Fully defined,Volvulus
532,452589,K56.2,Volvulus,4,Intestinal volvulus,9707006,True,True,Intestinal volvulus (disorder),900000000000207008,Fully defined,Volvulus
533,411626,K31.8,Other specified diseases of stomach and duodenum,1,Volvulus of stomach,71851009,True,True,Gastric volvulus (disorder),900000000000207008,Fully defined,Volvulus
534,147605,Q43.8,Other specified congenital malformations of intestine,1,Congenital volvulus,253786009,True,True,Congenital volvulus (disorder),900000000000207008,Fully defined,Volvulus
535,348168,Q43.3,Congenital malformations of intestinal fixation,1,Volvulus of midgut,458422009,True,True,Malrotation of intestine with midgut volvulus (disorder),900000000000207008,Primitive,Volvulus
536,117905,K56.2,Volvulus,1,Volvulus of caecum,235811005,True,True,Cecal volvulus (disorder),900000000000207008,Fully defined,Volvulus
537,425863,K31.8,Other specified diseases of stomach and duodenum,1,Duodenal volvulus,79812002,True,True,Volvulus of duodenum (disorder),900000000000207008,Fully defined,Volvulus
538,117905,K56.2,Volvulus,1,Volvulus of cecum,235811005,True,True,Cecal volvulus (disorder),900000000000207008,Fully defined,Volvulus
539,381213,Q43.8,Other specified congenital malformations of intestine,1,Volvulus of colon,6441003,True,True,Volvulus of colon (disorder),900000000000207008,Fully defined,Volvulus
540,381214,K56.2,Volvulus,2,Volvulus of colon,6441003,True,True,Volvulus of colon (disorder),900000000000207008,Fully defined,Volvulus
541,411626,K31.8,Other specified diseases of stomach and duodenum,1,Gastric volvulus,71851009,True,True,Gastric volvulus (disorder),900000000000207008,Fully defined,Volvulus
542,381213,Q43.8,Other specified congenital malformations of intestine,1,Colonic volvulus,6441003,True,True,Volvulus of colon (disorder),900000000000207008,Fully defined,Volvulus
543,381214,K56.2,Volvulus,2,Colonic volvulus,6441003,True,True,Volvulus of colon (disorder),900000000000207008,Fully defined,Volvulus
544,,,,,Site of volvulus,263603008,True,True,Site of volvulus (attribute),900000000000012004,Primitive,Volvulus
545,358919,K56.2,Volvulus,1,Omental volvulus,51877002,True,True,Omental torsion (disorder),900000000000207008,Fully defined,Volvulus
546,51406,K56.2,Volvulus,1,Sigmoid volvulus,197060001,True,True,Sigmoid volvulus (disorder),900000000000207008,Fully defined,Volvulus
547,2007710,K56.2,Volvulus,1,Jejunal volvulus,1148568006,True,True,Volvulus of jejunum (disorder),900000000000207008,Fully defined,Volvulus
548,117905,K56.2,Volvulus,1,Caecal volvulus,235811005,True,True,Cecal volvulus (disorder),900000000000207008,Fully defined,Volvulus
549,117905,K56.2,Volvulus,1,Cecal volvulus,235811005,True,True,Cecal volvulus (disorder),900000000000207008,Fully defined,Volvulus
550,452586,K31.8,Other specified diseases of stomach and duodenum,1,Volvulus,9707006,True,True,Intestinal volvulus (disorder),900000000000207008,Fully defined,Volvulus
551,452587,Q43.8,Other specified congenital malformations of intestine,2,Volvulus,9707006,True,True,Intestinal volvulus (disorder),900000000000207008,Fully defined,Volvulus
552,452588,N83.5,"Torsion of ovary, ovarian pedicle and fallopian tube",3,Volvulus,9707006,True,True,Intestinal volvulus (disorder),900000000000207008,Fully defined,Volvulus
553,452589,K56.2,Volvulus,4,Volvulus,9707006,True,True,Intestinal volvulus (disorder),900000000000207008,Fully defined,Volvulus
554,358029,K35.3,Acute appendicitis with localized peritonitis,1,Acute appendicitis with peritoneal abscess (disorder),51036000,True,True,Acute appendicitis with peritoneal abscess (disorder),900000000000207008,Fully defined,Acute appendicitis with peritoneal abscess
555,358029,K35.3,Acute appendicitis with localized peritonitis,1,Acute appendicitis with peritoneal abscess,51036000,True,True,Acute appendicitis with peritoneal abscess (disorder),900000000000207008,Fully defined,Acute appendicitis with peritoneal abscess
556,58163,,No target,1,Haemorrhoids in pregnancy and puerperium,200249004,True,True,Hemorrhoids in pregnancy and puerperium (disorder),900000000000207008,Fully defined,Haemorrhoids in pregnancy
557,252366,O22.4,Haemorrhoids in pregnancy,1,Haemorrhoids in pregnancy,308140006,True,True,Hemorrhoids in pregnancy (disorder),900000000000207008,Fully defined,Haemorrhoids in pregnancy
558,303899,K43.1,Incisional hernia with gangrene,1,Incisional ventral hernia with obstruction and gangrene,414476004,True,True,Incisional hernia of anterior abdominal wall with obstruction and gangrene (disorder),900000000000207008,Fully defined,Ventral hernia with gangrene
559,304655,K43.1,Incisional hernia with gangrene,1,Recurrent ventral incisional hernia with gangrene,415255004,True,True,Recurrent incisional hernia of anterior abdominal wall with gangrene (disorder),900000000000207008,Fully defined,Ventral hernia with gangrene
560,303796,K43.7,Other and unspecified ventral hernia with gangrene,1,Ventral hernia with obstruction AND gangrene,414398007,True,True,Hernia of anterior abdominal wall with obstruction AND gangrene (disorder),900000000000207008,Fully defined,Ventral hernia with gangrene
561,303898,K43.1,Incisional hernia with gangrene,1,Incisional ventral hernia with gangrene,414475000,True,True,Incisional hernia of anterior abdominal wall with gangrene (disorder),900000000000207008,Fully defined,Ventral hernia with gangrene
562,304650,K43.7,Other and unspecified ventral hernia with gangrene,1,Recurrent ventral hernia with gangrene,415252001,True,True,Recurrent hernia of anterior abdominal wall with gangrene (disorder),900000000000207008,Fully defined,Ventral hernia with gangrene
563,303795,K43.7,Other and unspecified ventral hernia with gangrene,1,Ventral hernia with gangrene,414397002,True,True,Hernia of anterior abdominal wall with gangrene (disorder),900000000000207008,Fully defined,Ventral hernia with gangrene
564,51909,K83.0,Cholangitis,1,Primary sclerosing cholangitis (disorder),197441003,True,True,Primary sclerosing cholangitis (disorder),900000000000207008,Primitive,Cholangitis
565,1343041,K83.0,Cholangitis,1,Cholangitis with calculus of gallbladder,735467004,True,True,Cholangitis co-occurrent and due to calculus of gallbladder (disorder),900000000000207008,Fully defined,Cholangitis
566,1343042,K80.2,Calculus of gallbladder without cholecystitis,1,Cholangitis with calculus of gallbladder,735467004,True,True,Cholangitis co-occurrent and due to calculus of gallbladder (disorder),900000000000207008,Fully defined,Cholangitis
567,1342515,K83.0,Cholangitis,1,Acute obstructive cholangitis (disorder),736147006,True,True,Acute obstructive cholangitis (disorder),900000000000207008,Fully defined,Cholangitis
568,1342516,K83.1,Obstruction of bile duct,1,Acute obstructive cholangitis (disorder),736147006,True,True,Acute obstructive cholangitis (disorder),900000000000207008,Fully defined,Cholangitis
569,2029699,K83.0,Cholangitis,1,Isolated neonatal sclerosing cholangitis,1220580006,True,True,Isolated neonatal sclerosing cholangitis (disorder),900000000000207008,Primitive,Cholangitis
570,1840257,K83.0,Cholangitis,1,Follicular cholangitis and pancreatitis,771446000,True,True,Follicular cholangitis and pancreatitis (disorder),900000000000207008,Fully defined,Cholangitis
571,1840258,K85.8,Other acute pancreatitis,1,Follicular cholangitis and pancreatitis,771446000,True,True,Follicular cholangitis and pancreatitis (disorder),900000000000207008,Fully defined,Cholangitis
572,51827,K80.3,Calculus of bile duct with cholangitis,1,Calculus of bile duct with cholangitis,197402000,True,True,Calculus of bile duct with cholangitis (disorder),900000000000207008,Fully defined,Cholangitis
573,1336330,K83.0,Cholangitis,1,Primary biliary cholangitis (disorder),31712002,True,True,Primary biliary cholangitis (disorder),900000000000207008,Fully defined,Cholangitis
574,51909,K83.0,Cholangitis,1,PSC - Primary sclerosing cholangitis,197441003,True,True,Primary sclerosing cholangitis (disorder),900000000000207008,Primitive,Cholangitis
575,346045,K83.0,Cholangitis,1,Eosinophilic cholangitis (disorder),449805002,True,True,Eosinophilic cholangitis (disorder),900000000000207008,Fully defined,Cholangitis
576,415288,K83.0,Cholangitis,1,IgG4-related sclerosing cholangitis,722870008,True,True,Immunoglobulin G4-related sclerosing cholangitis (disorder),900000000000207008,Primitive,Cholangitis
577,51899,K80.2,Calculus of gallbladder without cholecystitis,1,Obliterative cholangitis (disorder),197439004,True,True,Obliterative cholangitis (disorder),900000000000207008,Primitive,Cholangitis
578,51900,K80.0,Calculus of gallbladder with acute cholecystitis,2,Obliterative cholangitis (disorder),197439004,True,True,Obliterative cholangitis (disorder),900000000000207008,Primitive,Cholangitis
579,51901,K74.3,Primary biliary cirrhosis,3,Obliterative cholangitis (disorder),197439004,True,True,Obliterative cholangitis (disorder),900000000000207008,Primitive,Cholangitis
580,51902,K80.5,Calculus of bile duct without cholangitis or cholecystitis,4,Obliterative cholangitis (disorder),197439004,True,True,Obliterative cholangitis (disorder),900000000000207008,Primitive,Cholangitis
581,51903,K80.4,Calculus of bile duct with cholecystitis,5,Obliterative cholangitis (disorder),197439004,True,True,Obliterative cholangitis (disorder),900000000000207008,Primitive,Cholangitis
582,51904,K80.3,Calculus of bile duct with cholangitis,6,Obliterative cholangitis (disorder),197439004,True,True,Obliterative cholangitis (disorder),900000000000207008,Primitive,Cholangitis
583,51905,K75.0,Abscess of liver,7,Obliterative cholangitis (disorder),197439004,True,True,Obliterative cholangitis (disorder),900000000000207008,Primitive,Cholangitis
584,51906,K80.1,Calculus of gallbladder with other cholecystitis,8,Obliterative cholangitis (disorder),197439004,True,True,Obliterative cholangitis (disorder),900000000000207008,Primitive,Cholangitis
585,51907,K80.8,Other cholelithiasis,9,Obliterative cholangitis (disorder),197439004,True,True,Obliterative cholangitis (disorder),900000000000207008,Primitive,Cholangitis
586,51908,K83.0,Cholangitis,10,Obliterative cholangitis (disorder),197439004,True,True,Obliterative cholangitis (disorder),900000000000207008,Primitive,Cholangitis
587,170453,B23.8,HIV disease resulting in other specified conditions,1,HIV-related sclerosing cholangitis,281388009,True,True,Human immunodeficiency virus-related sclerosing cholangitis (disorder),900000000000207008,Fully defined,Cholangitis
588,170454,K83.0,Cholangitis,1,HIV-related sclerosing cholangitis,281388009,True,True,Human immunodeficiency virus-related sclerosing cholangitis (disorder),900000000000207008,Fully defined,Cholangitis
589,395031,K83.0,Cholangitis,1,Suppurative cholangitis (disorder),69850007,True,True,Suppurative cholangitis (disorder),900000000000207008,Fully defined,Cholangitis
590,118149,K83.0,Cholangitis,1,Sclerosing cholangitis (disorder),235917005,True,True,Sclerosing cholangitis (disorder),900000000000207008,Fully defined,Cholangitis
591,408857,K83.0,Cholangitis,1,Autoimmune cholangitis (disorder),713654004,True,True,Autoimmune cholangitis (disorder),900000000000207008,Fully defined,Cholangitis
592,51910,K83.0,Cholangitis,1,Secondary sclerosing cholangitis,197442005,True,True,Secondary sclerosing cholangitis (disorder),900000000000207008,Primitive,Cholangitis
