,id,source_code,source_description,mapPriority,term,target_code,active,conceptActive,target_description,module,definitionStatus,concept
880,27545,,No target,1,No family history of cardiovascular accident or stroke (situation),160252004,True,True,No family history of cardiovascular accident or stroke (situation),900000000000207008,Primitive,Family history of stroke
881,27564,,No target,1,No family history of stroke and/or transient ischaemic attack,160271002,True,True,No family history of stroke and/or transient ischemic attack (situation),900000000000207008,Primitive,Family history of stroke
882,27564,,No target,1,No family history of stroke and/or transient ischemic attack,160271002,True,True,No family history of stroke and/or transient ischemic attack (situation),900000000000207008,Primitive,Family history of stroke
883,27545,,No target,1,No family history of cardiovascular accident or stroke,160252004,True,True,No family history of cardiovascular accident or stroke (situation),900000000000207008,Primitive,Family history of stroke
884,3243,Z82.3,Family history of stroke,1,Family history of stroke due to aneurysm (situation),10624401000119102,True,True,Family history of stroke due to aneurysm (situation),900000000000207008,Fully defined,Family history of stroke
885,3243,Z82.3,Family history of stroke,1,Family history of stroke due to aneurysm,10624401000119102,True,True,Family history of stroke due to aneurysm (situation),900000000000207008,Fully defined,Family history of stroke
886,241636,,No target,1,No family history of stroke (situation),297250002,True,True,No family history of stroke (situation),900000000000207008,Fully defined,Family history of stroke
887,164747,Z82.3,Family history of stroke,1,Family history of stroke (situation),275104002,True,True,Family history of stroke (situation),900000000000207008,Fully defined,Family history of stroke
888,241636,,No target,1,No family history of stroke,297250002,True,True,No family history of stroke (situation),900000000000207008,Fully defined,Family history of stroke
889,164747,Z82.3,Family history of stroke,1,Family history of stroke,275104002,True,True,Family history of stroke (situation),900000000000207008,Fully defined,Family history of stroke
890,241790,G95.1,Vascular myelopathies,1,Vascular myelopathies,29774004,True,True,Vascular myelopathy (disorder),900000000000207008,Fully defined,Vascular myelopathies
891,48282,I61.5,"Intracerebral haemorrhage, intraventricular",1,"Intracerebral haemorrhage, intraventricular",195168007,True,True,Intracerebral hemorrhage with intraventricular hemorrhage (disorder),900000000000207008,Fully defined,"Intracerebral haemorrhage, intraventricular"
892,48297,I63.1,Cerebral infarction due to embolism of precerebral arteries,1,Cerebral infarction due to embolism of precerebral arteries (disorder),195186005,True,True,Cerebral infarction due to embolism of precerebral arteries (disorder),900000000000207008,Primitive,Cerebral infarction due to embolism of precerebral arteries
893,48297,I63.1,Cerebral infarction due to embolism of precerebral arteries,1,Cerebral infarction due to embolism of precerebral arteries,195186005,True,True,Cerebral infarction due to embolism of precerebral arteries (disorder),900000000000207008,Primitive,Cerebral infarction due to embolism of precerebral arteries
894,48297,I63.1,Cerebral infarction due to embolism of precerebral arteries,1,Cerebral infarction due to embolism of precerebral arteries (disorder),195186005,True,True,Cerebral infarction due to embolism of precerebral arteries (disorder),900000000000207008,Primitive,Cerebral infarction due to embolism of cerebral arteries
895,48301,I63.4,Cerebral infarction due to embolism of cerebral arteries,1,Cerebral infarction due to embolism of cerebral arteries (disorder),195190007,True,True,Cerebral infarction due to embolism of cerebral arteries (disorder),900000000000207008,Primitive,Cerebral infarction due to embolism of cerebral arteries
896,48297,I63.1,Cerebral infarction due to embolism of precerebral arteries,1,Cerebral infarction due to embolism of precerebral arteries,195186005,True,True,Cerebral infarction due to embolism of precerebral arteries (disorder),900000000000207008,Primitive,Cerebral infarction due to embolism of cerebral arteries
897,48301,I63.4,Cerebral infarction due to embolism of cerebral arteries,1,Cerebral infarction due to embolism of cerebral arteries,195190007,True,True,Cerebral infarction due to embolism of cerebral arteries (disorder),900000000000207008,Primitive,Cerebral infarction due to embolism of cerebral arteries
898,48300,I63.3,Cerebral infarction due to thrombosis of cerebral arteries,1,Cerebral infarction due to thrombosis of cerebral arteries (disorder),195189003,True,True,Cerebral infarction due to thrombosis of cerebral arteries (disorder),900000000000207008,Fully defined,Cerebral infarction due to thrombosis of cerebral arteries
899,48300,I63.3,Cerebral infarction due to thrombosis of cerebral arteries,1,Cerebral infarction due to thrombosis of cerebral arteries,195189003,True,True,Cerebral infarction due to thrombosis of cerebral arteries (disorder),900000000000207008,Fully defined,Cerebral infarction due to thrombosis of cerebral arteries
900,49394,J65.X,Pneumoconiosis associated with tuberculosis ,1,Pneumoconiosis associated with tuberculosis (disorder),196017002,True,True,Pneumoconiosis associated with tuberculosis (disorder),900000000000207008,Fully defined,Pneumoconiosis associated with tuberculosis 
901,49394,J65.X,Pneumoconiosis associated with tuberculosis ,1,Pneumoconiosis associated with tuberculosis,196017002,True,True,Pneumoconiosis associated with tuberculosis (disorder),900000000000207008,Fully defined,Pneumoconiosis associated with tuberculosis 
902,297929,P28.8,Other specified respiratory conditions of newborn,1,Laryngeal spasm (disorder),406444002,True,True,Laryngeal spasm (disorder),900000000000207008,Fully defined,Laryngeal spasm
903,297930,R06.1,Stridor,2,Laryngeal spasm (disorder),406444002,True,True,Laryngeal spasm (disorder),900000000000207008,Fully defined,Laryngeal spasm
904,297931,J38.5,Laryngeal spasm,3,Laryngeal spasm (disorder),406444002,True,True,Laryngeal spasm (disorder),900000000000207008,Fully defined,Laryngeal spasm
905,297929,P28.8,Other specified respiratory conditions of newborn,1,Laryngeal spasm,406444002,True,True,Laryngeal spasm (disorder),900000000000207008,Fully defined,Laryngeal spasm
906,297930,R06.1,Stridor,2,Laryngeal spasm,406444002,True,True,Laryngeal spasm (disorder),900000000000207008,Fully defined,Laryngeal spasm
907,297931,J38.5,Laryngeal spasm,3,Laryngeal spasm,406444002,True,True,Laryngeal spasm (disorder),900000000000207008,Fully defined,Laryngeal spasm
908,16907,J45.1,Nonallergic asthma,1,Intrinsic asthma without status asthmaticus (disorder),12428000,True,True,Intrinsic asthma without status asthmaticus (disorder),900000000000207008,Fully defined,Status asthmaticus 
909,378608,J45.8,Mixed asthma,1,Allergic asthma without status asthmaticus (disorder),63088003,True,True,Allergic asthma without status asthmaticus (disorder),900000000000207008,Fully defined,Status asthmaticus 
910,363642,J45.1,Nonallergic asthma,1,Asthma without status asthmaticus (disorder),55570000,True,True,Asthma without status asthmaticus (disorder),900000000000207008,Primitive,Status asthmaticus 
911,363643,J45.0,Predominantly allergic asthma,2,Asthma without status asthmaticus (disorder),55570000,True,True,Asthma without status asthmaticus (disorder),900000000000207008,Primitive,Status asthmaticus 
912,363644,J45.8,Mixed asthma,3,Asthma without status asthmaticus (disorder),55570000,True,True,Asthma without status asthmaticus (disorder),900000000000207008,Primitive,Status asthmaticus 
913,363645,J45.9,"Asthma, unspecified",4,Asthma without status asthmaticus (disorder),55570000,True,True,Asthma without status asthmaticus (disorder),900000000000207008,Primitive,Status asthmaticus 
914,378608,J45.8,Mixed asthma,1,Extrinsic asthma without status asthmaticus,63088003,True,True,Allergic asthma without status asthmaticus (disorder),900000000000207008,Fully defined,Status asthmaticus 
915,16907,J45.1,Nonallergic asthma,1,Intrinsic asthma without status asthmaticus,12428000,True,True,Intrinsic asthma without status asthmaticus (disorder),900000000000207008,Fully defined,Status asthmaticus 
916,378608,J45.8,Mixed asthma,1,Allergic asthma without status asthmaticus,63088003,True,True,Allergic asthma without status asthmaticus (disorder),900000000000207008,Fully defined,Status asthmaticus 
917,363642,J45.1,Nonallergic asthma,1,Asthma without status asthmaticus,55570000,True,True,Asthma without status asthmaticus (disorder),900000000000207008,Primitive,Status asthmaticus 
918,363643,J45.0,Predominantly allergic asthma,2,Asthma without status asthmaticus,55570000,True,True,Asthma without status asthmaticus (disorder),900000000000207008,Primitive,Status asthmaticus 
919,363644,J45.8,Mixed asthma,3,Asthma without status asthmaticus,55570000,True,True,Asthma without status asthmaticus (disorder),900000000000207008,Primitive,Status asthmaticus 
920,363645,J45.9,"Asthma, unspecified",4,Asthma without status asthmaticus,55570000,True,True,Asthma without status asthmaticus (disorder),900000000000207008,Primitive,Status asthmaticus 
921,1283113,J46.X,Status asthmaticus ,1,Status asthmaticus,733858005,True,True,Acute severe refractory exacerbation of asthma (disorder),900000000000207008,Primitive,Status asthmaticus 
922,215072,J65.X,Pneumoconiosis associated with tuberculosis ,1,CWP - Coalworkers pneumoconiosis,29422001,True,True,Coal workers' pneumoconiosis (disorder),900000000000207008,Fully defined,Coalworker pneumoconiosis 
923,215073,J60.X,Coalworker pneumoconiosis ,2,CWP - Coalworkers pneumoconiosis,29422001,True,True,Coal workers' pneumoconiosis (disorder),900000000000207008,Fully defined,Coalworker pneumoconiosis 
924,23690,J66.1,Flax-dresser disease,1,Flax-dressers' disease (disorder),13151001,True,True,Flax-dressers' disease (disorder),900000000000207008,Fully defined,Flax-dresser disease
925,23690,J66.1,Flax-dresser disease,1,Flax-dressers' disease,13151001,True,True,Flax-dressers' disease (disorder),900000000000207008,Fully defined,Flax-dresser disease
926,315102,K04.1,Necrosis of pulp,1,Necrosis of the pulp (disorder),42711005,True,True,Necrosis of the pulp (disorder),900000000000207008,Fully defined,Necrosis of pulp
927,315102,K04.1,Necrosis of pulp,1,Necrosis of the pulp,42711005,True,True,Necrosis of the pulp (disorder),900000000000207008,Fully defined,Necrosis of pulp
928,2009485,M72.6,Necrotizing fasciitis,1,Neonatal necrotizing fasciitis caused by Staphylococcus aureus (disorder),1142039007,True,True,Neonatal necrotizing fasciitis caused by Staphylococcus aureus (disorder),900000000000207008,Fully defined,Necrotizing fasciitis
929,2009486,B95.6,Staphylococcus aureus as the cause of diseases classified to other chapters,1,Neonatal necrotizing fasciitis caused by Staphylococcus aureus (disorder),1142039007,True,True,Neonatal necrotizing fasciitis caused by Staphylococcus aureus (disorder),900000000000207008,Fully defined,Necrotizing fasciitis
930,2009487,M72.6,Necrotizing fasciitis,1,Neonatal necrotizing fasciitis caused by Streptococcus (disorder),1142205000,True,True,Neonatal necrotizing fasciitis caused by Streptococcus (disorder),900000000000207008,Fully defined,Necrotizing fasciitis
931,2009488,B95.5,Unspecified streptococcus as the cause of diseases classified to other chapters,1,Neonatal necrotizing fasciitis caused by Streptococcus (disorder),1142205000,True,True,Neonatal necrotizing fasciitis caused by Streptococcus (disorder),900000000000207008,Fully defined,Necrotizing fasciitis
932,346164,M72.6,Necrotizing fasciitis,1,Necrotizing fasciitis caused by Streptococcus pyogenes (disorder),449900006,True,True,Necrotizing fasciitis caused by Streptococcus pyogenes (disorder),900000000000207008,Fully defined,Necrotizing fasciitis
933,346165,B95.4,Other streptococcus as the cause of diseases classified to other chapters,1,Necrotizing fasciitis caused by Streptococcus pyogenes (disorder),449900006,True,True,Necrotizing fasciitis caused by Streptococcus pyogenes (disorder),900000000000207008,Fully defined,Necrotizing fasciitis
934,2009485,M72.6,Necrotizing fasciitis,1,Neonatal necrotizing fasciitis caused by Staphylococcus aureus,1142039007,True,True,Neonatal necrotizing fasciitis caused by Staphylococcus aureus (disorder),900000000000207008,Fully defined,Necrotizing fasciitis
935,2009486,B95.6,Staphylococcus aureus as the cause of diseases classified to other chapters,1,Neonatal necrotizing fasciitis caused by Staphylococcus aureus,1142039007,True,True,Neonatal necrotizing fasciitis caused by Staphylococcus aureus (disorder),900000000000207008,Fully defined,Necrotizing fasciitis
936,122737,M72.6,Necrotizing fasciitis,1,Necrotizing fasciitis of scrotum and perineum (disorder),238399000,True,True,Necrotizing fasciitis of scrotum and perineum (disorder),900000000000207008,Fully defined,Necrotizing fasciitis
937,2009487,M72.6,Necrotizing fasciitis,1,Neonatal necrotizing fasciitis caused by Streptococcus,1142205000,True,True,Neonatal necrotizing fasciitis caused by Streptococcus (disorder),900000000000207008,Fully defined,Necrotizing fasciitis
938,2009488,B95.5,Unspecified streptococcus as the cause of diseases classified to other chapters,1,Neonatal necrotizing fasciitis caused by Streptococcus,1142205000,True,True,Neonatal necrotizing fasciitis caused by Streptococcus (disorder),900000000000207008,Fully defined,Necrotizing fasciitis
939,346164,M72.6,Necrotizing fasciitis,1,Necrotizing fasciitis caused by Streptococcus pyogenes,449900006,True,True,Necrotizing fasciitis caused by Streptococcus pyogenes (disorder),900000000000207008,Fully defined,Necrotizing fasciitis
940,346165,B95.4,Other streptococcus as the cause of diseases classified to other chapters,1,Necrotizing fasciitis caused by Streptococcus pyogenes,449900006,True,True,Necrotizing fasciitis caused by Streptococcus pyogenes (disorder),900000000000207008,Fully defined,Necrotizing fasciitis
941,346164,M72.6,Necrotizing fasciitis,1,Necrotizing fasciitis due to Streptococcus pyogenes,449900006,True,True,Necrotizing fasciitis caused by Streptococcus pyogenes (disorder),900000000000207008,Fully defined,Necrotizing fasciitis
942,346165,B95.4,Other streptococcus as the cause of diseases classified to other chapters,1,Necrotizing fasciitis due to Streptococcus pyogenes,449900006,True,True,Necrotizing fasciitis caused by Streptococcus pyogenes (disorder),900000000000207008,Fully defined,Necrotizing fasciitis
943,415316,M72.6,Necrotizing fasciitis,1,Polymicrobial necrotizing fasciitis (disorder),722893002,True,True,Polymicrobial necrotizing fasciitis (disorder),900000000000207008,Primitive,Necrotizing fasciitis
944,2009485,M72.6,Necrotizing fasciitis,1,Neonatal staphylococcal necrotizing fasciitis,1142039007,True,True,Neonatal necrotizing fasciitis caused by Staphylococcus aureus (disorder),900000000000207008,Fully defined,Necrotizing fasciitis
945,2009486,B95.6,Staphylococcus aureus as the cause of diseases classified to other chapters,1,Neonatal staphylococcal necrotizing fasciitis,1142039007,True,True,Neonatal necrotizing fasciitis caused by Staphylococcus aureus (disorder),900000000000207008,Fully defined,Necrotizing fasciitis
946,122737,M72.6,Necrotizing fasciitis,1,Necrotizing fasciitis of scrotum and perineum,238399000,True,True,Necrotizing fasciitis of scrotum and perineum (disorder),900000000000207008,Fully defined,Necrotizing fasciitis
947,293062,M72.6,Necrotizing fasciitis,1,Neonatal necrotizing fasciitis (disorder),402926000,True,True,Neonatal necrotizing fasciitis (disorder),900000000000207008,Fully defined,Necrotizing fasciitis
948,346164,M72.6,Necrotizing fasciitis,1,Streptococcal necrotizing fasciitis,449900006,True,True,Necrotizing fasciitis caused by Streptococcus pyogenes (disorder),900000000000207008,Fully defined,Necrotizing fasciitis
949,346165,B95.4,Other streptococcus as the cause of diseases classified to other chapters,1,Streptococcal necrotizing fasciitis,449900006,True,True,Necrotizing fasciitis caused by Streptococcus pyogenes (disorder),900000000000207008,Fully defined,Necrotizing fasciitis
950,415316,M72.6,Necrotizing fasciitis,1,Polymicrobial necrotizing fasciitis,722893002,True,True,Polymicrobial necrotizing fasciitis (disorder),900000000000207008,Primitive,Necrotizing fasciitis
951,359637,M72.6,Necrotizing fasciitis,1,Necrotizing fasciitis (disorder),52486002,True,True,Necrotizing fasciitis (disorder),900000000000207008,Fully defined,Necrotizing fasciitis
952,293062,M72.6,Necrotizing fasciitis,1,Neonatal necrotizing fasciitis,402926000,True,True,Neonatal necrotizing fasciitis (disorder),900000000000207008,Fully defined,Necrotizing fasciitis
953,346164,M72.6,Necrotizing fasciitis,1,Type II necrotizing fasciitis,449900006,True,True,Necrotizing fasciitis caused by Streptococcus pyogenes (disorder),900000000000207008,Fully defined,Necrotizing fasciitis
954,346165,B95.4,Other streptococcus as the cause of diseases classified to other chapters,1,Type II necrotizing fasciitis,449900006,True,True,Necrotizing fasciitis caused by Streptococcus pyogenes (disorder),900000000000207008,Fully defined,Necrotizing fasciitis
955,359637,M72.6,Necrotizing fasciitis,1,Necrotizing fasciitis,52486002,True,True,Necrotizing fasciitis (disorder),900000000000207008,Fully defined,Necrotizing fasciitis
956,37590,B47.1,Actinomycetoma,1,Gas gangrene of pelvic region of trunk,186420000,True,True,Gas gangrene of pelvic region of trunk (disorder),900000000000207008,Fully defined,Gas gangrene
957,37591,A48.0,Gas gangrene,2,Gas gangrene of pelvic region of trunk,186420000,True,True,Gas gangrene of pelvic region of trunk (disorder),900000000000207008,Fully defined,Gas gangrene
958,397380,A48.0,Gas gangrene,1,Gas gangrene of lower limb (disorder),699951008,True,True,Gas gangrene of lower limb (disorder),900000000000207008,Fully defined,Gas gangrene
959,397381,A48.0,Gas gangrene,1,Gas gangrene of upper limb (disorder),699952001,True,True,Gas gangrene of upper limb (disorder),900000000000207008,Fully defined,Gas gangrene
960,37584,B47.1,Actinomycetoma,1,Gas gangrene of upper arm (disorder),186417008,True,True,Gas gangrene of upper arm (disorder),900000000000207008,Fully defined,Gas gangrene
961,37585,A48.0,Gas gangrene,2,Gas gangrene of upper arm (disorder),186417008,True,True,Gas gangrene of upper arm (disorder),900000000000207008,Fully defined,Gas gangrene
962,37594,B47.1,Actinomycetoma,1,Gas gangrene of lower leg (disorder),186422008,True,True,Gas gangrene of lower leg (disorder),900000000000207008,Fully defined,Gas gangrene
963,37595,A48.0,Gas gangrene,2,Gas gangrene of lower leg (disorder),186422008,True,True,Gas gangrene of lower leg (disorder),900000000000207008,Fully defined,Gas gangrene
964,,,,,Injection of gas gangrene antitoxin,11728004,True,True,Injection of gas gangrene antitoxin (procedure),900000000000207008,Fully defined,Gas gangrene
965,,,,,Gas gangrene antitoxin only product,776083006,True,True,Product containing only gas gangrene antitoxin (medicinal product),900000000000207008,Fully defined,Gas gangrene
966,37586,B47.1,Actinomycetoma,1,Gas gangrene of forearm (disorder),186418003,True,True,Gas gangrene of forearm (disorder),900000000000207008,Fully defined,Gas gangrene
967,37587,A48.0,Gas gangrene,2,Gas gangrene of forearm (disorder),186418003,True,True,Gas gangrene of forearm (disorder),900000000000207008,Fully defined,Gas gangrene
968,,,,,Gas gangrene antitoxin (substance),412186008,True,True,Gas gangrene antitoxin (substance),900000000000207008,Primitive,Gas gangrene
969,127147,A48.0,Gas gangrene,1,Intestinal gas gangrene (disorder),240110008,True,True,Intestinal gas gangrene (disorder),900000000000207008,Fully defined,Gas gangrene
970,,,,,Infusion of gas gangrene antitoxin,11728004,True,True,Injection of gas gangrene antitoxin (procedure),900000000000207008,Fully defined,Gas gangrene
971,37592,B47.1,Actinomycetoma,1,Gas gangrene of thigh (disorder),186421001,True,True,Gas gangrene of thigh (disorder),900000000000207008,Fully defined,Gas gangrene
972,37593,A48.0,Gas gangrene,2,Gas gangrene of thigh (disorder),186421001,True,True,Gas gangrene of thigh (disorder),900000000000207008,Fully defined,Gas gangrene
973,127146,A48.0,Gas gangrene,1,Uterine gas gangrene (disorder),240109003,True,True,Uterine gas gangrene (disorder),900000000000207008,Fully defined,Gas gangrene
974,37582,B47.1,Actinomycetoma,1,Gas gangrene of shoulder region,186416004,True,True,Gas gangrene of shoulder region (disorder),900000000000207008,Fully defined,Gas gangrene
975,37583,A48.0,Gas gangrene,2,Gas gangrene of shoulder region,186416004,True,True,Gas gangrene of shoulder region (disorder),900000000000207008,Fully defined,Gas gangrene
976,127145,A48.0,Gas gangrene,1,Gas gangrene of limb (disorder),240108006,True,True,Gas gangrene of limb (disorder),900000000000207008,Fully defined,Gas gangrene
977,37580,B47.1,Actinomycetoma,1,Gas gangrene of back (disorder),186415000,True,True,Gas gangrene of back (disorder),900000000000207008,Fully defined,Gas gangrene
978,37581,A48.0,Gas gangrene,2,Gas gangrene of back (disorder),186415000,True,True,Gas gangrene of back (disorder),900000000000207008,Fully defined,Gas gangrene
979,37578,B47.1,Actinomycetoma,1,Gas gangrene of neck (disorder),186414001,True,True,Gas gangrene of neck (disorder),900000000000207008,Fully defined,Gas gangrene
980,37579,A48.0,Gas gangrene,2,Gas gangrene of neck (disorder),186414001,True,True,Gas gangrene of neck (disorder),900000000000207008,Fully defined,Gas gangrene
981,37588,B47.1,Actinomycetoma,1,Gas gangrene of hand (disorder),186419006,True,True,Gas gangrene of hand (disorder),900000000000207008,Fully defined,Gas gangrene
982,37589,A48.0,Gas gangrene,2,Gas gangrene of hand (disorder),186419006,True,True,Gas gangrene of hand (disorder),900000000000207008,Fully defined,Gas gangrene
983,37596,B47.1,Actinomycetoma,1,Gas gangrene of foot (disorder),186423003,True,True,Gas gangrene of foot (disorder),900000000000207008,Fully defined,Gas gangrene
984,37597,A48.0,Gas gangrene,2,Gas gangrene of foot (disorder),186423003,True,True,Gas gangrene of foot (disorder),900000000000207008,Fully defined,Gas gangrene
985,128946,A48.0,Gas gangrene,1,Gas gangrene of skin (disorder),240435008,True,True,Gas gangrene of skin (disorder),900000000000207008,Fully defined,Gas gangrene
986,426453,A48.0,Gas gangrene,1,Gas gangrene due to Clostridia,80466000,True,True,Gas gangrene (disorder),900000000000207008,Fully defined,Gas gangrene
987,251191,,No target,1,Gas gangrene smell (finding),307045001,True,True,Gas gangrene smell (finding),900000000000207008,Primitive,Gas gangrene
988,397381,A48.0,Gas gangrene,1,Gas gangrene of upper limb,699952001,True,True,Gas gangrene of upper limb (disorder),900000000000207008,Fully defined,Gas gangrene
989,397380,A48.0,Gas gangrene,1,Gas gangrene of lower limb,699951008,True,True,Gas gangrene of lower limb (disorder),900000000000207008,Fully defined,Gas gangrene
990,37584,B47.1,Actinomycetoma,1,Gas gangrene of upper arm,186417008,True,True,Gas gangrene of upper arm (disorder),900000000000207008,Fully defined,Gas gangrene
991,37585,A48.0,Gas gangrene,2,Gas gangrene of upper arm,186417008,True,True,Gas gangrene of upper arm (disorder),900000000000207008,Fully defined,Gas gangrene
992,37594,B47.1,Actinomycetoma,1,Gas gangrene of lower leg,186422008,True,True,Gas gangrene of lower leg (disorder),900000000000207008,Fully defined,Gas gangrene
993,37595,A48.0,Gas gangrene,2,Gas gangrene of lower leg,186422008,True,True,Gas gangrene of lower leg (disorder),900000000000207008,Fully defined,Gas gangrene
994,127147,A48.0,Gas gangrene,1,Intestinal gas gangrene,240110008,True,True,Intestinal gas gangrene (disorder),900000000000207008,Fully defined,Gas gangrene
995,426453,A48.0,Gas gangrene,1,Gas gangrene (disorder),80466000,True,True,Gas gangrene (disorder),900000000000207008,Fully defined,Gas gangrene
996,37586,B47.1,Actinomycetoma,1,Gas gangrene of forearm,186418003,True,True,Gas gangrene of forearm (disorder),900000000000207008,Fully defined,Gas gangrene
997,37587,A48.0,Gas gangrene,2,Gas gangrene of forearm,186418003,True,True,Gas gangrene of forearm (disorder),900000000000207008,Fully defined,Gas gangrene
998,,,,,Gas gangrene antitoxin,412186008,True,True,Gas gangrene antitoxin (substance),900000000000207008,Primitive,Gas gangrene
999,37582,B47.1,Actinomycetoma,1,Gas gangrene-shoulder,186416004,True,True,Gas gangrene of shoulder region (disorder),900000000000207008,Fully defined,Gas gangrene
1000,37583,A48.0,Gas gangrene,2,Gas gangrene-shoulder,186416004,True,True,Gas gangrene of shoulder region (disorder),900000000000207008,Fully defined,Gas gangrene
1001,37592,B47.1,Actinomycetoma,1,Gas gangrene of thigh,186421001,True,True,Gas gangrene of thigh (disorder),900000000000207008,Fully defined,Gas gangrene
1002,37593,A48.0,Gas gangrene,2,Gas gangrene of thigh,186421001,True,True,Gas gangrene of thigh (disorder),900000000000207008,Fully defined,Gas gangrene
1003,37578,B47.1,Actinomycetoma,1,Gas gangrene of neck,186414001,True,True,Gas gangrene of neck (disorder),900000000000207008,Fully defined,Gas gangrene
1004,37579,A48.0,Gas gangrene,2,Gas gangrene of neck,186414001,True,True,Gas gangrene of neck (disorder),900000000000207008,Fully defined,Gas gangrene
1005,37588,B47.1,Actinomycetoma,1,Gas gangrene of hand,186419006,True,True,Gas gangrene of hand (disorder),900000000000207008,Fully defined,Gas gangrene
1006,37589,A48.0,Gas gangrene,2,Gas gangrene of hand,186419006,True,True,Gas gangrene of hand (disorder),900000000000207008,Fully defined,Gas gangrene
1007,127146,A48.0,Gas gangrene,1,Uterine gas gangrene,240109003,True,True,Uterine gas gangrene (disorder),900000000000207008,Fully defined,Gas gangrene
1008,127145,A48.0,Gas gangrene,1,Gas gangrene of limb,240108006,True,True,Gas gangrene of limb (disorder),900000000000207008,Fully defined,Gas gangrene
1009,128946,A48.0,Gas gangrene,1,Gas gangrene of skin,240435008,True,True,Gas gangrene of skin (disorder),900000000000207008,Fully defined,Gas gangrene
1010,37586,B47.1,Actinomycetoma,1,Gas gangrene-forearm,186418003,True,True,Gas gangrene of forearm (disorder),900000000000207008,Fully defined,Gas gangrene
1011,37587,A48.0,Gas gangrene,2,Gas gangrene-forearm,186418003,True,True,Gas gangrene of forearm (disorder),900000000000207008,Fully defined,Gas gangrene
1012,37580,B47.1,Actinomycetoma,1,Gas gangrene of back,186415000,True,True,Gas gangrene of back (disorder),900000000000207008,Fully defined,Gas gangrene
1013,37581,A48.0,Gas gangrene,2,Gas gangrene of back,186415000,True,True,Gas gangrene of back (disorder),900000000000207008,Fully defined,Gas gangrene
1014,37596,B47.1,Actinomycetoma,1,Gas gangrene of foot,186423003,True,True,Gas gangrene of foot (disorder),900000000000207008,Fully defined,Gas gangrene
1015,37597,A48.0,Gas gangrene,2,Gas gangrene of foot,186423003,True,True,Gas gangrene of foot (disorder),900000000000207008,Fully defined,Gas gangrene
1016,37590,B47.1,Actinomycetoma,1,Gas gangrene-pelvis,186420000,True,True,Gas gangrene of pelvic region of trunk (disorder),900000000000207008,Fully defined,Gas gangrene
1017,37591,A48.0,Gas gangrene,2,Gas gangrene-pelvis,186420000,True,True,Gas gangrene of pelvic region of trunk (disorder),900000000000207008,Fully defined,Gas gangrene
1018,251191,,No target,1,Gas gangrene smell,307045001,True,True,Gas gangrene smell (finding),900000000000207008,Primitive,Gas gangrene
1019,37592,B47.1,Actinomycetoma,1,Gas gangrene-thigh,186421001,True,True,Gas gangrene of thigh (disorder),900000000000207008,Fully defined,Gas gangrene
1020,37593,A48.0,Gas gangrene,2,Gas gangrene-thigh,186421001,True,True,Gas gangrene of thigh (disorder),900000000000207008,Fully defined,Gas gangrene
1021,37596,B47.1,Actinomycetoma,1,Gas gangrene-foot,186423003,True,True,Gas gangrene of foot (disorder),900000000000207008,Fully defined,Gas gangrene
1022,37597,A48.0,Gas gangrene,2,Gas gangrene-foot,186423003,True,True,Gas gangrene of foot (disorder),900000000000207008,Fully defined,Gas gangrene
1023,37580,B47.1,Actinomycetoma,1,Gas gangrene-back,186415000,True,True,Gas gangrene of back (disorder),900000000000207008,Fully defined,Gas gangrene
1024,37581,A48.0,Gas gangrene,2,Gas gangrene-back,186415000,True,True,Gas gangrene of back (disorder),900000000000207008,Fully defined,Gas gangrene
1025,37578,B47.1,Actinomycetoma,1,Gas gangrene-neck,186414001,True,True,Gas gangrene of neck (disorder),900000000000207008,Fully defined,Gas gangrene
1026,37579,A48.0,Gas gangrene,2,Gas gangrene-neck,186414001,True,True,Gas gangrene of neck (disorder),900000000000207008,Fully defined,Gas gangrene
1027,37588,B47.1,Actinomycetoma,1,Gas gangrene-hand,186419006,True,True,Gas gangrene of hand (disorder),900000000000207008,Fully defined,Gas gangrene
1028,37589,A48.0,Gas gangrene,2,Gas gangrene-hand,186419006,True,True,Gas gangrene of hand (disorder),900000000000207008,Fully defined,Gas gangrene
1029,37594,B47.1,Actinomycetoma,1,Gas gangrene-leg,186422008,True,True,Gas gangrene of lower leg (disorder),900000000000207008,Fully defined,Gas gangrene
1030,37595,A48.0,Gas gangrene,2,Gas gangrene-leg,186422008,True,True,Gas gangrene of lower leg (disorder),900000000000207008,Fully defined,Gas gangrene
1031,37584,B47.1,Actinomycetoma,1,Gas gangrene-arm,186417008,True,True,Gas gangrene of upper arm (disorder),900000000000207008,Fully defined,Gas gangrene
1032,37585,A48.0,Gas gangrene,2,Gas gangrene-arm,186417008,True,True,Gas gangrene of upper arm (disorder),900000000000207008,Fully defined,Gas gangrene
1033,426453,A48.0,Gas gangrene,1,Gas gangrene,80466000,True,True,Gas gangrene (disorder),900000000000207008,Fully defined,Gas gangrene
1034,293223,B47.1,Actinomycetoma,1,Actinomycetoma caused by Nocardia otitidis caviarum (disorder),402987006,True,True,Actinomycetoma caused by Nocardia otitidis caviarum (disorder),900000000000207008,Fully defined,Actinomycetoma
1035,293233,B47.1,Actinomycetoma,1,Actinomycetoma caused by Streptomyces somaliensis (disorder),402995005,True,True,Actinomycetoma caused by Streptomyces somaliensis (disorder),900000000000207008,Fully defined,Actinomycetoma
