,_id,isLeafInferred,isLeafStated,conceptId,defaultTerm,definitionStatus,active,module
248,63866b86081b3c130f5f1d08,False,True,72366004,Eating disorder (disorder),Primitive,True,900000000000207008
249,63866b86081b3c130f5f1f46,False,True,80483009,Abscess of salivary gland (disorder),Fully defined,True,900000000000207008
250,63866b87081b3c130f5f23f9,False,True,14893008,Burn of hand (disorder),Fully defined,True,900000000000207008
251,63866b87081b3c130f5f252e,False,True,77075001,Primary open angle glaucoma (disorder),Primitive,True,900000000000207008
252,63866b87081b3c130f5f269f,False,True,72552008,Feeding problems in newborn (finding),Primitive,True,900000000000207008
253,63866b87081b3c130f5f2a0c,False,True,191736004,Obsessive-compulsive disorder (disorder),Primitive,True,900000000000207008
254,63866b88081b3c130f5f2fff,False,True,80612004,Leishmaniasis (disorder),Fully defined,True,900000000000207008
255,63866b88081b3c130f5f3040,False,True,19346006,Marfan's syndrome (disorder),Primitive,True,900000000000207008
256,63866b89081b3c130f5f35f4,False,True,48123002,Contusion of wrist (disorder),Fully defined,True,900000000000207008
257,63866b89081b3c130f5f3694,True,True,51771007,Postviral fatigue syndrome (disorder),Primitive,True,900000000000207008
258,63866b89081b3c130f5f398b,False,True,387840005,Neoplasm of heart AND/OR pericardium (disorder),Fully defined,True,900000000000207008
259,63866b8a081b3c130f5f3b29,False,True,48187004,Open fracture of ankle (disorder),Fully defined,True,900000000000207008
260,63866b8a081b3c130f5f3cb4,True,True,191714002,Dissociative convulsions (disorder),Primitive,True,900000000000207008
261,63866b8a081b3c130f5f3da6,False,True,64309007,Trigeminal nerve disorder (disorder),Fully defined,True,900000000000207008
262,63866b8c081b3c130f5f47d6,True,True,56454009,Pityriasis versicolor (disorder),Fully defined,True,900000000000207008
263,63866b8c081b3c130f5f4d3c,False,True,77165001,Injury of bladder (disorder),Fully defined,True,900000000000207008
264,63866b8c081b3c130f5f4d93,False,True,72658003,Prickly heat (disorder),Primitive,True,900000000000207008
265,63866b8d081b3c130f5f4e6f,False,True,77157004,Disorder of optic nerve (disorder),Fully defined,True,900000000000207008
266,63866b8d081b3c130f5f520d,False,True,80756009,Closed fracture of patella (disorder),Fully defined,True,900000000000207008
267,63866b8e081b3c130f5f5378,False,True,80744008,Commotio retinae (disorder),Fully defined,True,900000000000207008
268,63866b8e081b3c130f5f5544,False,True,85232009,Left heart failure (disorder),Fully defined,True,900000000000207008
269,63866b8e081b3c130f5f577c,False,True,19442009,Heterozygous thalassemia (disorder),Primitive,True,900000000000207008
270,63866b8f081b3c130f5f6023,False,True,48277006,Impetigo (disorder),Fully defined,True,900000000000207008
271,63866b91081b3c130f5f67f4,False,True,64458007,Contusion of lip (disorder),Fully defined,True,900000000000207008
272,63866b91081b3c130f5f688d,False,True,56335008,Infection caused by Trichomonas (disorder),Fully defined,True,900000000000207008
273,63866b92081b3c130f5f72d9,False,True,64665009,Closed fracture of calcaneus (disorder),Fully defined,True,900000000000207008
274,63866b93081b3c130f5f75b9,False,True,109989006,Multiple myeloma (disorder),Fully defined,True,900000000000207008
275,63866b93081b3c130f5f7839,True,True,77252004,Pityriasis rosea (disorder),Primitive,True,900000000000207008
276,63866b93081b3c130f5f7975,False,True,93458008,Foreign body in skin (disorder),Fully defined,True,900000000000207008
277,63866b93081b3c130f5f7a8e,False,True,80827001,Burn of forearm (disorder),Fully defined,True,900000000000207008
278,63866b93081b3c130f5f7b29,False,True,93478000,Intraocular hemorrhage (disorder),Fully defined,True,900000000000207008
279,63866b93081b3c130f5f7bab,False,True,277879009,Autonomic neuropathy (disorder),Fully defined,True,900000000000207008
280,63866b94081b3c130f5f8443,False,True,27601005,Infection caused by Class Cestoda and/or Class Trematoda and/or Phylum Nemata (disorder),Fully defined,True,900000000000207008
281,63866b95081b3c130f5f8642,False,True,48334007,Congenital dislocation of hip (disorder),Fully defined,True,900000000000207008
282,63866b9a081b3c130f5f8b17,True,True,64766004,Ulcerative colitis (disorder),Primitive,True,900000000000207008
283,63866b9a081b3c130f5f8b6a,False,True,64779008,Blood coagulation disorder (disorder),Primitive,True,900000000000207008
284,63866b9d081b3c130f5f8dcd,False,True,48522003,Spinal cord disorder (disorder),Fully defined,True,900000000000207008
285,63866b9d081b3c130f5f93ee,False,True,27836007,Pertussis (disorder),Fully defined,True,900000000000207008
286,63866b9e081b3c130f5f9acf,False,True,43982006,Solar degeneration (disorder),Fully defined,True,900000000000207008
287,63866b9f081b3c130f5fa033,False,True,19684007,Burn of knee (disorder),Fully defined,True,900000000000207008
288,63866b9f081b3c130f5fa3d1,False,True,72866009,Varicose veins of lower extremity (disorder),Fully defined,True,900000000000207008
289,63866b9f081b3c130f5fa3f0,False,True,77377001,Leptospirosis (disorder),Fully defined,True,900000000000207008
290,63866ba0081b3c130f5fa79d,False,True,80962007,Disorder of glossopharyngeal nerve (disorder),Fully defined,True,900000000000207008
291,63866ba0081b3c130f5fa7d3,False,True,80967001,Dental caries (disorder),Fully defined,True,900000000000207008
292,63866ba0081b3c130f5faba9,False,True,48661000,Peritonitis (disorder),Fully defined,True,900000000000207008
293,63866ba2081b3c130f5fb4cd,True,True,85636003,Contusion of upper arm (disorder),Fully defined,True,900000000000207008
294,63866ba2081b3c130f5fb8f6,False,True,93655004,Malignant melanoma of skin (disorder),Fully defined,True,900000000000207008
295,63866ba2081b3c130f5fb927,False,True,27885002,Complete atrioventricular block (disorder),Primitive,True,900000000000207008
296,63866ba3081b3c130f5fc1e3,False,True,69322001,Psychotic disorder (disorder),Primitive,True,900000000000207008
297,63866ba3081b3c130f5fc290,False,True,64859006,Osteoporosis (disorder),Primitive,True,900000000000207008
298,63866ba3081b3c130f5fc2e4,False,True,56717001,Tuberculosis (disorder),Fully defined,True,900000000000207008
299,63866ba4081b3c130f5fc449,False,True,77489003,Pterygium (disorder),Primitive,True,900000000000207008
300,63866ba4081b3c130f5fc645,False,True,188725004,Lymphoid leukemia (disorder),Fully defined,True,900000000000207008
301,63866ba4081b3c130f5fc712,False,True,188732008,Myeloid leukemia (disorder),Fully defined,True,900000000000207008
302,63866ba5081b3c130f5fcd52,False,True,85777005,Dacryocystitis (disorder),Fully defined,True,900000000000207008
303,63866ba5081b3c130f5fcfec,False,True,77628002,Retinal vasculitis (disorder),Fully defined,True,900000000000207008
304,63866ba6081b3c130f5fd5ee,False,True,69430001,Abscess of vulva (disorder),Fully defined,True,900000000000207008
305,63866ba6081b3c130f5fd69d,False,True,773113008,Acute hepatitis caused by infection (disorder),Fully defined,True,900000000000207008
306,63866ba7081b3c130f5fdc48,False,True,77506005,Infection caused by Trypanosoma cruzi (disorder),Fully defined,True,900000000000207008
307,63866ba8081b3c130f5fe354,False,True,56819008,Endocarditis (disorder),Fully defined,True,900000000000207008
308,63866ba8081b3c130f5fe6e0,False,True,85848002,Corneal abrasion (disorder),Fully defined,True,900000000000207008
309,63866ba9081b3c130f5ff0a2,False,True,85898001,Cardiomyopathy (disorder),Primitive,True,900000000000207008
310,63866baa081b3c130f5ff6eb,False,True,56905009,Perforation of intestine (disorder),Fully defined,True,900000000000207008
311,63866baa081b3c130f5ff830,False,True,48880000,Postcoital bleeding (finding),Fully defined,True,900000000000207008
312,63866bab081b3c130f5ffb7a,False,True,56975005,Strawberry nevus of skin (disorder),Fully defined,True,900000000000207008
313,63866bab081b3c130f5ffd65,False,True,48867003,Bradycardia (finding),Fully defined,True,900000000000207008
314,63866bac081b3c130f6002ef,False,True,85904008,Paratyphoid fever (disorder),Primitive,True,900000000000207008
315,63866bac081b3c130f600734,True,True,401207004,Medication side effects present (finding),Primitive,True,900000000000207008
316,63866bad081b3c130f600ece,False,True,69787006,Contusion of finger (disorder),Fully defined,True,900000000000207008
317,63866bad081b3c130f600fc2,False,True,401303003,Acute ST segment elevation myocardial infarction (disorder),Fully defined,True,900000000000207008
318,63866bae081b3c130f6015c3,False,True,85974009,Mass of intracranial structure (finding),Fully defined,True,900000000000207008
319,63866baf081b3c130f601eb8,False,True,401314000,Acute non-ST segment elevation myocardial infarction (disorder),Primitive,True,900000000000207008
320,63866bb0081b3c130f602489,False,True,414033006,Disorder of rotator cuff (disorder),Fully defined,True,900000000000207008
321,63866bb0081b3c130f602524,False,True,69896004,Rheumatoid arthritis (disorder),Primitive,True,900000000000207008
322,63866bb0081b3c130f60258f,False,True,414022008,Disorder of cellular component of blood (disorder),Primitive,True,900000000000207008
323,63866bb1081b3c130f602a51,False,True,77949003,Disorder of acoustic nerve (disorder),Fully defined,True,900000000000207008
324,63866bb1081b3c130f602de5,False,True,4009004,Lower urinary tract infectious disease (disorder),Fully defined,True,900000000000207008
325,63866bb2081b3c130f60363e,False,True,736652002,Neonatal metabolic disorder (disorder),Fully defined,True,900000000000207008
326,63866bb2081b3c130f6036ca,False,True,813101000000105,Injury of tendon of elbow joint (disorder),Fully defined,True,999000011000000103
327,63866bb3081b3c130f603c88,False,True,312087002,Disorder following clinical procedure (disorder),Fully defined,True,900000000000207008
328,63866bb3081b3c130f603f5c,False,True,414173003,Exudative age-related macular degeneration (disorder),Primitive,True,900000000000207008
329,63866bb4081b3c130f6046cb,False,True,4120002,Bronchiolitis (disorder),Fully defined,True,900000000000207008
330,63866bb8081b3c130f60679a,False,True,422426003,Facial nerve disorder (disorder),Fully defined,True,900000000000207008
331,63866bba081b3c130f606fc9,True,True,824091000000105,Attention to sutures (procedure),Primitive,True,999000011000000103
332,63866bbc081b3c130f607f15,False,True,422588002,Aspiration pneumonia (disorder),Fully defined,True,900000000000207008
333,63866bbe081b3c130f6093c7,False,True,9014002,Psoriasis (disorder),Primitive,True,900000000000207008
334,63866bbe081b3c130f6094df,False,True,427115009,Herpes simplex corneal endotheliitis (disorder),Fully defined,True,900000000000207008
335,63866bbf081b3c130f609978,False,True,210305005,Traumatic amputation of ear (disorder),Fully defined,True,900000000000207008
336,63866bbf081b3c130f609c4b,False,True,4556007,Gastritis (disorder),Fully defined,True,900000000000207008
337,63866bbf081b3c130f609c55,False,True,4557003,Preinfarction syndrome (disorder),Primitive,True,900000000000207008
338,63866bc0081b3c130f60a1c8,False,True,210339009,Open wound of face (disorder),Fully defined,True,900000000000207008
339,63866bc0081b3c130f60a1f3,False,True,210344002,Open wound of lip (disorder),Fully defined,True,900000000000207008
340,63866bc0081b3c130f60a29b,False,True,210323002,Open wound of scalp (disorder),Fully defined,True,900000000000207008
341,63866bc0081b3c130f60a29f,False,True,210325009,Open wound of nose (disorder),Fully defined,True,900000000000207008
342,63866bc0081b3c130f60a3cf,False,True,210363001,Open wound of tongue (disorder),Fully defined,True,900000000000207008
343,63866bc0081b3c130f60a463,False,True,210358000,Open wound in mouth (disorder),Fully defined,True,900000000000207008
344,63866bc2081b3c130f60b1aa,False,True,422747000,Upper urinary tract infection (disorder),Fully defined,True,900000000000207008
345,63866bc2081b3c130f60b1d2,False,True,430887001,Dysfunction of sphincter of Oddi (disorder),Primitive,True,900000000000207008
346,63866bc2081b3c130f60b45e,False,True,210456000,Open wound of anterior abdominal wall (disorder),Fully defined,True,900000000000207008
347,63866bc3081b3c130f60b71c,True,True,210422006,Degloving injury buttock (disorder),Fully defined,True,900000000000207008
348,63866bc3081b3c130f60b75f,False,True,210417006,Degloving injury back (disorder),Fully defined,True,900000000000207008
349,63866bc3081b3c130f60b8aa,True,True,210408006,Degloving injury chest wall (disorder),Fully defined,True,900000000000207008
350,63866bc4081b3c130f60c115,False,True,210483004,Open wound of pelvic region (disorder),Fully defined,True,900000000000207008
351,63866bc4081b3c130f60c434,False,True,430984009,Closed fracture of facial bone (disorder),Fully defined,True,900000000000207008
352,63866bc5081b3c130f60c94a,True,True,210524009,"Degloving injury, shoulder area (disorder)",Fully defined,True,900000000000207008
353,63866bc5081b3c130f60c963,True,True,210527002,"Degloving injury, upper arm (disorder)",Fully defined,True,900000000000207008
354,63866bc5081b3c130f60cb10,False,True,133961000119102,Acute conjunctivitis caused by chemical (disorder),Fully defined,True,900000000000207008
355,63866bc7081b3c130f60d664,False,True,1163215007,Pressure injury (disorder),Fully defined,True,900000000000207008
356,63866bc8081b3c130f60dd43,False,True,418470004,Porphyria (disorder),Primitive,True,900000000000207008
357,63866bc8081b3c130f60de19,False,True,230456007,Status epilepticus (disorder),Primitive,True,900000000000207008
358,63866bc9081b3c130f60e501,False,True,8513005,Contusion of neck (disorder),Fully defined,True,900000000000207008
359,63866bc9081b3c130f60e558,False,True,230509007,Non-arteritic ischemic optic neuropathy (disorder),Primitive,True,900000000000207008
360,63866bc9081b3c130f60e55d,False,True,230508004,Arteritic ischemic optic neuropathy (disorder),Primitive,True,900000000000207008
361,63866bc9081b3c130f60e764,True,True,8533009,Intracranial space-occupying lesion (disorder),Primitive,False,900000000000207008
362,63866bc9081b3c130f60e96c,False,True,235055003,Oral herpes simplex infection (disorder),Fully defined,True,900000000000207008
363,63866bca081b3c130f60f056,False,True,824071000000106,Traumatic dislocation of intercarpal joint (disorder),Fully defined,True,999000011000000103
364,63866bca081b3c130f60f15e,False,True,447395005,Closed fracture of fibula (disorder),Fully defined,True,900000000000207008
365,63866bcb081b3c130f60f6fc,False,True,413877007,Closed fracture of tibia AND fibula (disorder),Fully defined,True,900000000000207008
366,63866bcc081b3c130f60fc44,False,True,230316009,Drug-induced acute dystonia (disorder),Primitive,True,900000000000207008
367,63866bcc081b3c130f610357,False,True,418341009,Atrioventricular conduction disorder (disorder),Primitive,True,900000000000207008
368,63866bd1081b3c130f6129dd,False,True,447139008,Closed fracture of tibia (disorder),Fully defined,True,900000000000207008
369,63866bd5081b3c130f614387,False,True,447017008,Open fracture of fibula (disorder),Fully defined,True,900000000000207008
370,63866bd5081b3c130f614785,False,True,361118003,Open fracture of hip (disorder),Fully defined,True,900000000000207008
371,63866bd6081b3c130f614b68,False,True,405538007,Spontaneous hemorrhage (disorder),Fully defined,True,900000000000207008
372,63866bd6081b3c130f614f38,True,True,1325181000000106,Ongoing symptomatic disease caused by severe acute respiratory syndrome coronavirus 2 (disorder),Primitive,True,999000011000000103
373,63866bd6081b3c130f614f63,False,True,201101007,Actinic keratosis (disorder),Fully defined,True,900000000000207008
374,63866bd7081b3c130f61520d,True,True,450418003,Cerebral hemorrhage following injury (disorder),Fully defined,True,900000000000207008
375,63866bd8081b3c130f615d76,False,True,3519007,Disorder of synovium (disorder),Fully defined,True,900000000000207008
376,63866bdd081b3c130f616dd4,True,True,812481000000104,Dead on arrival in accident and emergency department (finding),Primitive,True,999000011000000103
377,63866be5081b3c130f6188bb,True,True,813331000000101,Injury of tendon of shoulder joint (disorder),Primitive,True,999000011000000103
378,63866be5081b3c130f618b70,False,True,3238004,Pericarditis (disorder),Fully defined,True,900000000000207008
379,63866be8081b3c130f61a169,False,True,3305006,Disorder of lymphatic vessel (disorder),Fully defined,True,900000000000207008
380,63866be8081b3c130f61a2e1,False,True,3135009,Otitis externa (disorder),Fully defined,True,900000000000207008
381,63866be8081b3c130f61a418,False,True,68982002,Disorder of olfactory nerve (disorder),Fully defined,True,900000000000207008
382,63866be9081b3c130f61ae42,False,True,3199001,Sprain of shoulder (disorder),Fully defined,True,900000000000207008
383,63866bea081b3c130f61b72e,False,True,3218000,Mycosis (disorder),Fully defined,True,900000000000207008
384,63866beb081b3c130f61ba13,False,True,609328004,Allergic disposition (finding),Fully defined,True,900000000000207008
385,63866bec081b3c130f61c204,False,True,35363006,Infantile colic (finding),Primitive,True,900000000000207008
386,63866bed081b3c130f61c92a,False,True,43422002,Crushing injury of foot (disorder),Fully defined,True,900000000000207008
387,63866bee081b3c130f61cf4e,False,True,30832001,Rupture of patellar tendon (disorder),Fully defined,True,900000000000207008
388,63866bee081b3c130f61d364,False,True,80394007,Hyperglycemia (disorder),Primitive,True,900000000000207008
389,63866bee081b3c130f61d405,False,True,64109004,Costal chondritis (disorder),Fully defined,True,900000000000207008
390,63866bee081b3c130f61d414,False,True,80384002,Epiglottitis (disorder),Fully defined,True,900000000000207008
391,63866bef081b3c130f61d70f,False,True,235910007,Liver transplant disorder (disorder),Fully defined,True,900000000000207008
392,63866bef081b3c130f61db17,False,True,191480000,Alcohol withdrawal syndrome (disorder),Fully defined,True,900000000000207008
393,63866bef081b3c130f61dc70,False,True,27182002,Sprain of acromioclavicular ligament (disorder),Fully defined,True,900000000000207008
394,63866bf0081b3c130f61e491,False,True,710110008,Phantom pain (disorder),Primitive,True,900000000000207008
395,63866bf1081b3c130f61e675,False,True,43339004,Hypokalemia (disorder),Primitive,True,900000000000207008
396,63866bf1081b3c130f61e8ed,False,True,125615005,Traumatic dislocation of shoulder region (disorder),Fully defined,True,900000000000207008
397,63866bf1081b3c130f61e9d3,False,True,125620005,Traumatic dislocation of joint of thumb (disorder),Fully defined,True,900000000000207008
398,63866bf1081b3c130f61e9e3,False,True,125621009,Traumatic dislocation of hip joint (disorder),Fully defined,True,900000000000207008
399,63866bf1081b3c130f61ea4b,False,True,125625000,Injury of intestine (disorder),Fully defined,True,900000000000207008
400,63866bf1081b3c130f61ea4d,False,True,125626004,Injury of stomach (disorder),Fully defined,True,900000000000207008
401,63866bf1081b3c130f61ea4f,False,True,125622002,Traumatic dislocation of ankle joint (disorder),Fully defined,True,900000000000207008
402,63866bf2081b3c130f61ea78,False,True,43363007,Posterior uveitis (disorder),Fully defined,True,900000000000207008
403,63866bf2081b3c130f61ea9f,False,True,125619004,Traumatic dislocation of joint of finger (disorder),Fully defined,True,900000000000207008
404,63866bf2081b3c130f61ec99,False,True,125645008,Open wound of shoulder region (disorder),Fully defined,True,900000000000207008
405,63866bf2081b3c130f61eca1,False,True,125644007,Open wound of neck (disorder),Fully defined,True,900000000000207008
406,63866bf2081b3c130f61ece1,False,True,125649002,Open wound of forearm (disorder),Fully defined,True,900000000000207008
407,63866bf2081b3c130f61ece9,False,True,125648005,Open wound of upper arm (disorder),Fully defined,True,900000000000207008
408,63866bf2081b3c130f61ed46,True,True,22607003,Asbestosis (disorder),Fully defined,True,900000000000207008
409,63866bf2081b3c130f61ee39,False,True,125659001,Open wound of thigh (disorder),Fully defined,True,900000000000207008
410,63866bf2081b3c130f61ee4e,False,True,125652005,Open wound of hand (disorder),Fully defined,True,900000000000207008
411,63866bf2081b3c130f61ee51,False,True,125653000,Open wound of finger (disorder),Fully defined,True,900000000000207008
412,63866bf2081b3c130f61ee5f,False,True,125654006,Open wound of thumb (disorder),Fully defined,True,900000000000207008
413,63866bf2081b3c130f61ee7b,True,True,30753002,Normal pressure hydrocephalus (disorder),Primitive,True,900000000000207008
414,63866bf2081b3c130f61ee9e,False,True,125650002,Open wound of elbow (disorder),Fully defined,True,900000000000207008
415,63866bf2081b3c130f61eeaa,False,True,125651003,Open wound of wrist (disorder),Fully defined,True,900000000000207008
416,63866bf2081b3c130f61efb0,False,True,125668004,Contusion of face (disorder),Fully defined,True,900000000000207008
417,63866bf2081b3c130f61efe4,False,True,125664002,Open wound of toe (disorder),Fully defined,True,900000000000207008
418,63866bf2081b3c130f61eff9,False,True,125663008,Open wound of foot (disorder),Fully defined,True,900000000000207008
419,63866bf2081b3c130f61effe,False,True,125660006,Open wound of knee (disorder),Fully defined,True,900000000000207008
420,63866bf2081b3c130f61f005,False,True,125661005,Open wound of lower leg (disorder),Fully defined,True,900000000000207008
421,63866bf3081b3c130f61f620,False,True,43302000,Anticoagulant overdosage (disorder),Fully defined,True,900000000000207008
422,63866bf3081b3c130f61f6ce,False,True,64090007,Burn of thumb (disorder),Fully defined,True,900000000000207008
423,63866bf3081b3c130f61fc75,False,True,109378008,"Mesothelioma (malignant, clinical disorder) (disorder)",Fully defined,True,900000000000207008
424,63866bf4081b3c130f61ffbb,False,True,269169002,Open wound of back (disorder),Fully defined,True,900000000000207008
425,63866bf4081b3c130f620072,False,True,109385007,Kaposi's sarcoma (disorder),Fully defined,True,900000000000207008
426,63866bf4081b3c130f62020c,True,True,248406004,Ring tight on fingers (finding),Primitive,True,900000000000207008
427,63866bf4081b3c130f62038a,False,True,191306005,Immunoglobulin A vasculitis (disorder),Primitive,True,900000000000207008
428,63866bf5081b3c130f620732,False,True,27031003,African trypanosomiasis (disorder),Fully defined,True,900000000000207008
429,63866bf5081b3c130f6207ed,False,True,43295006,Closed fracture of humerus (disorder),Fully defined,True,900000000000207008
430,63866bf5081b3c130f620973,False,True,125588009,Injury of larynx (disorder),Fully defined,True,900000000000207008
431,63866bf5081b3c130f6209ab,False,True,35191005,Injury of blood vessels of abdomen AND/OR pelvis (disorder),Primitive,True,900000000000207008
432,63866bf5081b3c130f620a39,False,True,285348005,Strain of abdominal muscle (disorder),Fully defined,True,900000000000207008
433,63866bf7081b3c130f6216fc,True,True,812431000000103,Traumatic amputation below knee (disorder),Primitive,True,999000011000000103
434,63866bf7081b3c130f621bef,False,True,269070003,Open fracture of cervical spine (disorder),Fully defined,True,900000000000207008
435,63866bf8081b3c130f621d1d,False,True,72047008,Juvenile osteochondrosis of tibial tubercle (disorder),Primitive,True,900000000000207008
436,63866bf8081b3c130f621f40,False,True,269062008,Closed fracture of cervical spine (disorder),Fully defined,True,900000000000207008
437,63866bf8081b3c130f6220ba,False,True,14366000,Exposure keratoconjunctivitis (disorder),Primitive,True,900000000000207008
438,63866bf9081b3c130f62241a,True,True,109245003,Cellulitis of periorbital region (disorder),Fully defined,True,900000000000207008
439,63866bf9081b3c130f622645,False,True,191268006,Chronic anemia (disorder),Fully defined,True,900000000000207008
440,63866bfa081b3c130f622c99,False,True,35055000,Band-shaped keratopathy (disorder),Primitive,True,900000000000207008
441,63866bfb081b3c130f623278,False,True,51286002,Filamentary keratitis (disorder),Primitive,True,900000000000207008
442,63866bfb081b3c130f623312,False,True,235675006,Gastroparesis (disorder),Primitive,True,900000000000207008
443,63866bfb081b3c130f6235e2,False,True,43116000,Eczema (disorder),Primitive,True,900000000000207008
444,63866bfd081b3c130f624798,False,True,14261008,Burn of upper arm (disorder),Fully defined,True,900000000000207008
445,63866bfe081b3c130f624ed2,False,True,235595009,Gastroesophageal reflux disease (disorder),Primitive,True,900000000000207008
446,63866bfe081b3c130f624f30,False,True,43064006,Hydronephrosis (disorder),Fully defined,True,900000000000207008
447,63866c00081b3c130f6257e4,False,True,51178009,Sudden infant death syndrome (finding),Primitive,True,900000000000207008
448,63866c01081b3c130f6261a2,True,True,308742005,Alcohol withdrawal-induced convulsion (disorder),Primitive,True,900000000000207008
449,63866c01081b3c130f62656a,False,True,14140009,Hyperkalemia (disorder),Primitive,True,900000000000207008
450,63866c02081b3c130f6269a6,False,True,162213003,"Crying, excessive (finding)",Primitive,True,900000000000207008
451,63866c02081b3c130f6269b3,False,True,14189004,Measles (disorder),Fully defined,True,900000000000207008
452,63866c02081b3c130f626bcc,False,True,14168008,Rabies (disorder),Fully defined,True,900000000000207008
453,63866c03081b3c130f62735a,False,True,14094001,Excessive vomiting in pregnancy (disorder),Primitive,True,900000000000207008
454,63866c03081b3c130f6275df,True,True,418915007,Marginal corneal infiltrate associated with blepharoconjunctivitis (disorder),Fully defined,True,900000000000207008
455,63866c05081b3c130f628236,False,True,235494005,Chronic pancreatitis (disorder),Fully defined,True,900000000000207008
456,63866c06081b3c130f628b0a,False,True,30242009,Scarlet fever (disorder),Primitive,True,900000000000207008
457,63866c09081b3c130f62a202,True,True,426936004,Smoke inhalation injury (disorder),Fully defined,True,900000000000207008
458,63866c09081b3c130f62a3b1,True,True,418818005,Brugada syndrome (disorder),Primitive,True,900000000000207008
459,63866c0a081b3c130f62a7af,False,True,8847002,Spondylosis (disorder),Fully defined,True,900000000000207008
460,63866c0a081b3c130f62a8fb,False,True,426997005,Traumatic injury during pregnancy (disorder),Primitive,True,900000000000207008
461,63866c0b081b3c130f62afea,False,True,230730001,Dissection of vertebral artery (disorder),Fully defined,True,900000000000207008
462,63866c0b081b3c130f62b4b5,False,True,22066006,Strabismus (disorder),Primitive,True,900000000000207008
463,63866c0c081b3c130f62babb,False,True,308546005,Dissection of aorta (disorder),Fully defined,True,900000000000207008
464,63866c0d081b3c130f62c16e,False,True,30093007,Calculus of bile duct (disorder),Fully defined,True,900000000000207008
465,63866c0e081b3c130f62c57f,False,True,30077003,Somatoform pain disorder (disorder),Fully defined,True,900000000000207008
466,63866c0e081b3c130f62c911,False,True,439470001,Arteriovenous fistula (disorder),Fully defined,True,900000000000207008
467,63866c10081b3c130f62d559,False,True,30037006,Anal fissure (disorder),Fully defined,True,900000000000207008
468,63866c10081b3c130f62d595,False,True,230690007,Cerebrovascular accident (disorder),Fully defined,True,900000000000207008
469,63866c10081b3c130f62d854,False,True,30041005,Acute angle-closure glaucoma (disorder),Fully defined,True,900000000000207008
470,63866c11081b3c130f62df99,False,True,112222000,Raised intraocular pressure (finding),Fully defined,True,900000000000207008
471,63866c13081b3c130f62f32e,False,True,13746004,Bipolar disorder (disorder),Primitive,True,900000000000207008
472,63866c13081b3c130f62f3b4,False,True,84017003,Bursitis (disorder),Fully defined,True,900000000000207008
473,63866c15081b3c130f62f848,False,True,13706005,Conjunctival concretion (disorder),Fully defined,True,900000000000207008
474,63866c15081b3c130f62fe08,False,True,34436003,Blood in urine (finding),Fully defined,True,900000000000207008
475,63866c15081b3c130f62ff38,False,True,386732003,Traumatic asphyxiation (event),Primitive,True,900000000000207008
476,63866c16081b3c130f6307a4,False,True,50792001,Corneal erosion (disorder),Fully defined,True,900000000000207008
477,63866c16081b3c130f6307cf,False,True,39021009,Disorder of refraction (disorder),Primitive,True,900000000000207008
478,63866c16081b3c130f6307d9,False,True,50793006,Crushing injury of hand (disorder),Fully defined,True,900000000000207008
479,63866c16081b3c130f630888,False,True,399463004,Retinitis (disorder),Fully defined,True,900000000000207008
480,63866c17081b3c130f630dc1,False,True,50705009,Factitious disorder (disorder),Primitive,True,900000000000207008
481,63866c17081b3c130f630e97,True,True,63363004,Superior vena cava syndrome (disorder),Primitive,True,900000000000207008
482,63866c17081b3c130f6311af,False,True,63305008,Stricture of esophagus (disorder),Fully defined,True,900000000000207008
483,63866c18081b3c130f631a83,False,True,71555008,Closed fracture of ulna (disorder),Fully defined,True,900000000000207008
484,63866c19081b3c130f632083,False,True,26460006,Slipped upper femoral epiphysis (disorder),Fully defined,True,900000000000207008
485,63866c19081b3c130f632254,True,True,195268001,Leaking abdominal aortic aneurysm (disorder),Primitive,True,900000000000207008
486,63866c1a081b3c130f632555,False,True,84114007,Heart failure (disorder),Primitive,True,900000000000207008
487,63866c1b081b3c130f6328f8,True,True,34578006,Open Monteggia's fracture (disorder),Fully defined,True,900000000000207008
488,63866c1b081b3c130f632d7c,False,True,34663006,Contusion of brain (disorder),Fully defined,True,900000000000207008
489,63866c1b081b3c130f632f5b,False,True,190855004,Hypomagnesemia (disorder),Primitive,True,900000000000207008
490,63866c1b081b3c130f633179,False,True,42744004,Broken tooth without complication (disorder),Primitive,True,900000000000207008
491,63866c1b081b3c130f633181,False,True,239783001,Post-infective arthritis (disorder),Fully defined,True,900000000000207008
492,63866c1c081b3c130f6332e6,False,True,34614007,Miscarriage with complication (disorder),Primitive,True,900000000000207008
493,63866c1d081b3c130f633aad,False,True,63440008,Verruca plantaris (disorder),Fully defined,True,900000000000207008
494,63866c1d081b3c130f633d4b,False,True,63467002,Left bundle branch block (disorder),Fully defined,True,900000000000207008
495,63866c1d081b3c130f633dca,False,True,50821009,Arterial retinal branch occlusion (disorder),Fully defined,True,900000000000207008
496,63866c1d081b3c130f633e9a,False,True,42343007,Congestive heart failure (disorder),Primitive,True,900000000000207008
497,63866c1d081b3c130f633ea3,False,True,129103003,Endometriosis (disorder),Fully defined,True,900000000000207008
498,63866c1d081b3c130f633eff,True,True,394659003,Acute coronary syndrome (disorder),Primitive,True,900000000000207008
499,63866c1e081b3c130f6343e9,False,True,297062008,Digoxin overdose (disorder),Fully defined,True,900000000000207008
