,target_system,target_version,target_code,target_description,concept
203,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,43339004,Hypokalemia (disorder),Hypokalaemia
204,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,267258002,Small for gestational age fetus (disorder),Low birth weight
205,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,28845006,Acute appendicitis with generalized peritonitis (disorder),Ruptured appendix
206,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,12026006,Paroxysmal tachycardia (disorder),Atrial fibrillation and flutter 
207,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,208562000,Pertrochanteric fracture (disorder),Fractured proximal femur
208,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,189445003,Light-for-dates without fetal malnutrition (disorder),Low birth weight
209,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,193031009,Cluster headache syndrome (disorder),Migraine/acute headache
210,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,385041000000108,Diabetes mellitus with multiple complications (disorder),Diabetes complications
211,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,400047006,Peripheral vascular disease (disorder),Peripheral vascular disease
212,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,51036000,Acute appendicitis with peritoneal abscess (disorder),Ruptured appendix
213,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,36083008,Sick sinus syndrome (disorder),Atrial fibrillation and flutter 
214,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,263229001,Subtrochanteric fracture of femur (disorder),Fractured proximal femur
215,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,181833004,Normal fetal growth (finding),Low birth weight
216,,,,,Migraine/acute headache
217,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,385041000000108,Diabetes mellitus with multiple complications (disorder),Diabetes complications
218,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,400047006,Peripheral vascular disease (disorder),Peripheral vascular disease
219,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,278853003,Acute schizophrenia-like psychotic disorder (disorder),Schizophrenia
220,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,698247007,Cardiac arrhythmia (disorder),Atrial fibrillation and flutter 
221,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,276658003,Extreme immaturity (disorder),Low birth weight
222,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,230477005,Chronic post-traumatic headache (disorder),Migraine/acute headache
223,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,385041000000108,Diabetes mellitus with multiple complications (disorder),Diabetes complications
224,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,698247007,Cardiac arrhythmia (disorder),Atrial fibrillation and flutter 
225,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,384321000000100,Preterm infant status (observable entity),Low birth weight
226,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,294091000119104,Headache caused by drug (finding),Migraine/acute headache
227,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,111552007,Diabetes mellitus without complication (disorder),Diabetes complications
228,,,,,Atrial fibrillation and flutter 
229,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,95658004,Cough headache syndrome (finding),Migraine/acute headache
230,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,111552007,Diabetes mellitus without complication (disorder),Diabetes complications
231,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,55382008,Cerebral atherosclerosis (disorder),Stroke
232,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,80313002,Palpitations (finding),Atrial fibrillation and flutter 
233,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,25064002,Headache (finding),Migraine/acute headache
234,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,195239002,Late effects of cerebrovascular disease (disorder),Stroke
235,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,194828000,Angina (disorder),angina
236,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,413838009,Chronic ischemic heart disease (disorder),angina
237,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,195967001,Asthma (disorder),asthma
238,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,385627004,Cellulitis (morphologic abnormality),Cellulitis
239,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,84757009,Epilepsy (disorder),Convulsions and epilepsy
240,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,10509002,Acute bronchitis (disorder),Chronic obstructive pulmonary disease
241,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,816162001,Gastrointestinal fluid volume depletion (finding),Dehydration and gastroenteritis
242,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,39288006,Purulent otitis media (disorder),"Ear, nose and throat infections"
243,,,,,Gangrene
244,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,59621000,Essential hypertension (disorder),Hypertension
245,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,24662006,Influenza caused by Influenza B virus (disorder),Influencia and pneumonia
246,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,58262005,Kwashiorkor (disorder),Nutritional deficiency
247,,,,,Other vaccinepreventable diseases
248,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,46536000,Tubo-ovarian inflammatory disease (disorder),Pelvic inflammatory disease
249,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,28637003,Acute tubulointerstitial nephritis (disorder),Pyelonephritis
250,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,733858005,Acute severe refractory exacerbation of asthma (disorder),asthma
251,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,41174002,Acute lymphadenitis (disorder),Cellulitis
252,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,84114007,Heart failure (disorder),Congestive heart failure
253,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,230456007,Status epilepticus (disorder),Convulsions and epilepsy
254,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,195953005,Mixed simple and mucopurulent chronic bronchitis (disorder),Chronic obstructive pulmonary disease
255,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,266071000,Intestinal infectious disease (disorder),Dehydration and gastroenteritis
256,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,80967001,Dental caries (disorder),Dental conditions
257,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,312218008,Infective otitis media (disorder),"Ear, nose and throat infections"
258,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,446613002,Virus isolated but not further identified (finding),Influencia and pneumonia
259,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,29740003,Nutritional marasmus (disorder),Nutritional deficiency
260,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,397430003,Diphtheria caused by Corynebacterium diphtheriae (disorder),Other vaccinepreventable diseases
261,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,198130006,Female pelvic inflammatory disease (disorder),Pelvic inflammatory disease
262,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,60926001,Chronic tubulointerstitial nephritis (disorder),Pyelonephritis
263,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,19242006,Pulmonary edema (disorder),Congestive heart failure
264,,,,,Convulsions and epilepsy
265,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,63480004,Chronic bronchitis (disorder),Chronic obstructive pulmonary disease
266,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,46557008,Disorder of hard tissues of teeth (disorder),Dental conditions
267,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,363746003,Acute pharyngitis (disorder),"Ear, nose and throat infections"
268,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,10625711000119105,Bronchopneumonia caused by Streptococcus pneumoniae (disorder),Influencia and pneumonia
269,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,238109004,Marasmic kwashiorkor (disorder),Nutritional deficiency
270,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,27836007,Pertussis (disorder),Other vaccinepreventable diseases
271,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,198130006,Female pelvic inflammatory disease (disorder),Pelvic inflammatory disease
272,,,,,Pyelonephritis
273,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,15938005,Eclampsia (disorder),Convulsions and epilepsy
274,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,49158009,Emphysema (morphologic abnormality),Chronic obstructive pulmonary disease
275,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,266417001,Pulp and periapical tissue disease (disorder),Dental conditions
276,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,17741008,Acute tonsillitis (disorder),"Ear, nose and throat infections"
277,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,10625231000119106,Bronchopneumonia caused by Haemophilus influenzae (disorder),Influencia and pneumonia
278,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,238107002,Deficiency of macronutrients (disorder),Nutritional deficiency
279,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,398102009,Acute poliomyelitis (disorder),Other vaccinepreventable diseases
280,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,12295008,Bronchiectasis (disorder),Chronic obstructive pulmonary disease
281,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,2556008,Periodontal disease (disorder),Dental conditions
282,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,54398005,Acute upper respiratory infection (disorder),"Ear, nose and throat infections"
283,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,14189004,Measles (disorder),Other vaccinepreventable diseases
284,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,74578003,Pyoderma gangrenosum (disorder),Cellulitis
285,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,196376007,Gingival and edentulous alveolar ridge lesion due to trauma (disorder),Dental conditions
286,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,36653000,Rubella (disorder),Other vaccinepreventable diseases
287,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,105995000,Disorder of teeth AND/OR supporting structures (disorder),Dental conditions
288,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,57419008,Gastroenteritis presumed infectious (disorder),Dehydration and gastroenteritis
289,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,266147005,Bone and/or joint yaws lesions (disorder),Dental conditions
290,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,235054004,Oral mucosal viral disease (disorder),Dental conditions
291,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,58720004,Mycoplasma pneumoniae (organism),Influencia and pneumonia
292,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,36989005,Mumps (disorder),Other vaccinepreventable diseases
293,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,162031009,Indigestion (finding),Dyspepsia and other stomach function disorders
294,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,37796009,Migraine (disorder),Migraine/acute headache
295,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,400047006,Peripheral vascular disease (disorder),Peripheral vascular disease
296,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,186192006,"Respiratory tuberculosis, bacteriologically and histologically confirmed (disorder)",Tuberculosis
297,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,58214004,Schizophrenia (disorder),Schizophrenia
298,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,416975007,"Primary degenerative dementia of the Alzheimer type, senile onset (disorder)",Sensility/dementia
299,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,274100004,Cerebral hemorrhage (disorder),Stroke
300,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,186202007,"Respiratory tuberculosis, not confirmed bacteriologically or histologically (disorder)",Tuberculosis
301,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,31027006,Schizotypal personality disorder (disorder),Schizophrenia
302,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,429998004,Vascular dementia (disorder),Sensility/dementia
303,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,738779002,Spontaneous intracranial hemorrhage (disorder),Stroke
304,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,425390006,Dementia associated with Parkinson's Disease (disorder),Sensility/dementia
305,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,432504007,Cerebral infarction (disorder),Stroke
306,,,,,Sensility/dementia
307,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,1089421000000105,Cerebral infarction due to stenosis of cerebral artery (disorder),Stroke
308,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,13645005,Chronic obstructive lung disease (disorder),Chronic obstructive pulmonary disease
309,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,32864002,Senility (observable entity),Sensility/dementia
310,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,23171006,Delayed AND/OR secondary postpartum hemorrhage (disorder),Stroke
311,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,68890003,Schizoaffective disorder (disorder),Schizophrenia
312,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,47604008,Miliary tuberculosis (disorder),Tuberculosis
313,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,235595009,Gastroesophageal reflux disease (disorder),Dyspepsia and other stomach function disorders
314,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,28032008,Insulin dependent diabetes mellitus type IB (disorder),Atrial fibrillation and flutter 
315,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,212399002,Injury of muscle and tendon at neck level (disorder),Deliberate self-harm
316,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,720811000000104,Mental and behavioural disorder (qualifier value),Alcohol-related diseases
317,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,10706006,Tuberculosis of central nervous system (disorder),Tuberculosis
318,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,111830007,Tuberculosis of urinary organs (disorder),Tuberculosis
319,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,361136003,Abnormal heart beat (finding),Atrial fibrillation and flutter 
0,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,128053003,Deep venous thrombosis (disorder),Phlebitis and thrombophlebitis of femoral vein
1,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,128053003,Deep venous thrombosis (disorder),Phlebitis and thrombophlebitis of other deep vessels of lower extremities
2,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,128053003,Deep venous thrombosis (disorder),"Phlebitis and thrombophlebitis of lower extremities, unspecified"
3,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,128053003,Deep venous thrombosis (disorder),Embolism and thrombosis of vena cava
4,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,128053003,Deep venous thrombosis (disorder),Pain in limb
5,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,128053003,Deep venous thrombosis (disorder),Other specified soft tissue disorders
6,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,60046008,Pleural effusion (disorder),Spontaneous tension pneumothorax
7,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,60046008,Pleural effusion (disorder),Other spontaneous pneumothorax
8,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,60046008,Pleural effusion (disorder),Other pneumothorax
9,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,60046008,Pleural effusion (disorder),"Pneumothorax, unspecified"
10,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,36118008,Pneumothorax (disorder),Secondary malignant neoplasm of pleura
11,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,36118008,Pneumothorax (disorder),"Influenza with other respiratory manifestations, virus not identified"
12,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,36118008,Pneumothorax (disorder),"Pleural effusion, not elsewhere classified"
13,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,36118008,Pneumothorax (disorder),"Pleural effusion, not elsewhere classified"
14,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,36118008,Pneumothorax (disorder),Chylous effusion
15,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,36118008,Pneumothorax (disorder),Other specified pleural conditions
16,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,13645005,Chronic obstructive lung disease (disorder),Acute bronchiolitis due to respiratory syncytial virus
17,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,13645005,Chronic obstructive lung disease (disorder),Acute bronchiolitis due to respiratory syncytial virus
18,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,13645005,Chronic obstructive lung disease (disorder),Acute bronchiolitis due to other specified organisms
19,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,13645005,Chronic obstructive lung disease (disorder),"Acute bronchiolitis, unspecified"
20,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,13645005,Chronic obstructive lung disease (disorder),"Bronchitis, not specified as acute or chronic"
21,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,13645005,Chronic obstructive lung disease (disorder),Simple chronic bronchitis
22,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,13645005,Chronic obstructive lung disease (disorder),Unspecified chronic bronchitis
23,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,13645005,Chronic obstructive lung disease (disorder),Panlobular emphysema
24,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,13645005,Chronic obstructive lung disease (disorder),Centrilobular emphysema
25,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,13645005,Chronic obstructive lung disease (disorder),Other emphysema
26,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,13645005,Chronic obstructive lung disease (disorder),"Emphysema, unspecified"
27,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,13645005,Chronic obstructive lung disease (disorder),Chronic obstructive pulmonary disease with acute lower respiratory infection
28,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,13645005,Chronic obstructive lung disease (disorder),"Chronic obstructive pulmonary disease with acute exacerbation, unspecified"
29,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,13645005,Chronic obstructive lung disease (disorder),Other specified chronic obstructive pulmonary disease
30,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,13645005,Chronic obstructive lung disease (disorder),"Chronic obstructive pulmonary disease, unspecified"
31,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,195967001,Asthma (disorder),Predominantly allergic asthma
32,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,195967001,Asthma (disorder),Nonallergic asthma
33,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,195967001,Asthma (disorder),Mixed asthma
34,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,195967001,Asthma (disorder),"Asthma, unspecified"
35,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,50417007,Lower respiratory tract infection (disorder),Acute bronchitis due to Mycoplasma pneumoniae
36,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,50417007,Lower respiratory tract infection (disorder),Acute bronchitis due to Haemophilus influenzae
37,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,50417007,Lower respiratory tract infection (disorder),Acute bronchitis due to streptococcus
38,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,50417007,Lower respiratory tract infection (disorder),Acute bronchitis due to coxsackievirus
39,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,50417007,Lower respiratory tract infection (disorder),Acute bronchitis due to parainfluenza virus
40,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,50417007,Lower respiratory tract infection (disorder),Acute bronchitis due to respiratory syncytial virus
41,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,50417007,Lower respiratory tract infection (disorder),Acute bronchitis due to rhinovirus
42,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,50417007,Lower respiratory tract infection (disorder),Acute bronchitis due to echovirus
43,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,50417007,Lower respiratory tract infection (disorder),Acute bronchitis due to other specified organisms
44,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,50417007,Lower respiratory tract infection (disorder),"Acute bronchitis, unspecified"
45,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,50417007,Lower respiratory tract infection (disorder),Unspecified acute lower respiratory infection
46,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,42343007,Congestive heart failure (disorder),Hypertensive heart disease with (congestive) heart failure
47,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,42343007,Congestive heart failure (disorder),Hypertensive heart and renal disease with (congestive) heart failure
48,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,42343007,Congestive heart failure (disorder),Hypertensive heart and renal disease with both (congestive) heart failure and renal failure
49,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,42343007,Congestive heart failure (disorder),Congestive heart failure
50,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,42343007,Congestive heart failure (disorder),Left ventricular failure
51,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,42343007,Congestive heart failure (disorder),"Heart failure, unspecified"
52,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,17849001,Respiratory condition of fetus OR newborn (disorder),Extreme obesity with alveolar hypoventilation
53,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,17849001,Respiratory condition of fetus OR newborn (disorder),Adult respiratory distress syndrome
54,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,17849001,Respiratory condition of fetus OR newborn (disorder),Alveolar and parietoalveolar conditions
55,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,17849001,Respiratory condition of fetus OR newborn (disorder),Other interstitial pulmonary diseases with fibrosis
56,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,17849001,Respiratory condition of fetus OR newborn (disorder),Other specified interstitial pulmonary diseases
57,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,17849001,Respiratory condition of fetus OR newborn (disorder),"Interstitial pulmonary disease, unspecified"
58,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,17849001,Respiratory condition of fetus OR newborn (disorder),Acute respiratory failure
59,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,17849001,Respiratory condition of fetus OR newborn (disorder),Acute respiratory failure
60,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,17849001,Respiratory condition of fetus OR newborn (disorder),Acute respiratory failure
61,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,17849001,Respiratory condition of fetus OR newborn (disorder),Acute respiratory failure
62,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,17849001,Respiratory condition of fetus OR newborn (disorder),Chronic respiratory failure
63,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,17849001,Respiratory condition of fetus OR newborn (disorder),Chronic respiratory failure
64,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,17849001,Respiratory condition of fetus OR newborn (disorder),Chronic respiratory failure
65,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,17849001,Respiratory condition of fetus OR newborn (disorder),Chronic respiratory failure
66,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,17849001,Respiratory condition of fetus OR newborn (disorder),"Respiratory failure, unspecified"
67,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,17849001,Respiratory condition of fetus OR newborn (disorder),"Respiratory failure, unspecified"
68,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,17849001,Respiratory condition of fetus OR newborn (disorder),"Respiratory failure, unspecified"
69,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,17849001,Respiratory condition of fetus OR newborn (disorder),"Respiratory failure, unspecified"
70,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,17849001,Respiratory condition of fetus OR newborn (disorder),"Diseases of bronchus, not elsewhere classified"
71,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,17849001,Respiratory condition of fetus OR newborn (disorder),Pulmonary collapse
72,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,17849001,Respiratory condition of fetus OR newborn (disorder),Other disorders of lung
73,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,17849001,Respiratory condition of fetus OR newborn (disorder),Disorders of diaphragm
74,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,17849001,Respiratory condition of fetus OR newborn (disorder),Other specified respiratory disorders
75,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,17849001,Respiratory condition of fetus OR newborn (disorder),"Respiratory disorder, unspecified"
76,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,17849001,Respiratory condition of fetus OR newborn (disorder),Respiratory disorders in other diffuse connective tissue disorders
77,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,17849001,Respiratory condition of fetus OR newborn (disorder),Anomaly of pleura
78,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,17849001,Respiratory condition of fetus OR newborn (disorder),Haemoptysis
79,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,17849001,Respiratory condition of fetus OR newborn (disorder),Haemorrhage from other sites in respiratory passages
80,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,17849001,Respiratory condition of fetus OR newborn (disorder),"Haemorrhage from respiratory passages, unspecified"
81,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,17849001,Respiratory condition of fetus OR newborn (disorder),Cough
82,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,17849001,Respiratory condition of fetus OR newborn (disorder),Dyspnoea
83,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,17849001,Respiratory condition of fetus OR newborn (disorder),Wheezing
84,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,17849001,Respiratory condition of fetus OR newborn (disorder),Hyperventilation
85,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,17849001,Respiratory condition of fetus OR newborn (disorder),Other specified symptoms and signs involving the circulatory and respiratory systems
86,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,723505004,Low risk (qualifier value),Angina pectoris with documented spasm
87,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,723505004,Low risk (qualifier value),Other forms of angina pectoris
88,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,723505004,Low risk (qualifier value),"Angina pectoris, unspecified"
